"Data Year","ID","Property Name","Address","ZIP Code","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2016","251684","Marine Lead-CPS","1920 N Hamlin Ave","60647","LOGAN SQUARE","K-12 School","126,540","1997","1","62","4,177,253.6","4,054,909.6",,,,"65.1","137.3","69.8","142.3","985.3","7.8","41.9159824","-87.72248643","POINT (-87.72248643 41.9159824)"
"2016","251335","Student Center","2250 N. Sheffield","60614","LINCOLN PARK","College/University","149,381","2001","1",,"11,370,268.2","12,280,988.8",,,,"158.3","325.3","166.8","334.2","2,748.1","18.4","41.923282","-87.653539","POINT (-87.653539 41.923282)"
"2016","158265","Randolph Tower City","188 W Randolph St","60601","LOOP","Multifamily Housing","369,145","1929","1","37","12,503,222.8","14,463,521.8",,,,"73.1","147.5","76.1","150.7","3,072.8","8.3","41.88480581","-87.63360796","POINT (-87.63360796 41.88480581)"
"2016","148504","South Sauganash Condo Assoc (6000-6038 N. Cicero Ave.)","6000 N. Cicero Ave","60646","FOREST GLEN","Multifamily Housing","225,000","2003","1","94","1,738,451.5","14,513,051",,,,"72.2","92","74.7","94.1","1,091.3","4.9","41.99946023","-87.77119606","POINT (-87.77119606 41.99946023)"
"2016","251739","North Grand-CPS","4330 W Wabansia Ave","60639","HUMBOLDT PARK","K-12 School","205,094","2000","1","20","13,165,161.1","10,855,285.9",,,,"117.1","257.1","121.6","257.8","3,003.2","14.6","41.911616","-87.735051","POINT (-87.735051 41.911616)"
"2016","101850","One East Wacker","1 East Wacker Drive","60601","LOOP","Office","688,275","1962","1","95","19,498,989.7","27,818,658.3",,,,"68.7","131.4","73","133.5","5,071.7","7.4","41.88653035","-87.62754249","POINT (-87.62754249 41.88653035)"
"2016","121059","Center on Halsted","3656 N Halsted","60613","LAKE VIEW","Mixed Use Property","103,640","2007","1","50","11,325,390.2","6,970,306",,,,"176.5","413.7","180.7","418.1","2,457.7","23.7","41.94861476","-87.64991437","POINT (-87.64991437 41.94861476)"
"2016","101907","225 West Washington","225 West Washington","60606","LOOP","Office","539,705","1987","1","69","35,402,741.4",,,,,"65.6","206","67.2","210.9","6,525.5","12.1","41.88285621","-87.63499083","POINT (-87.63499083 41.88285621)"
"2016","158121","Chase Tower Chicago","10 S. Dearborn","60603","LOOP","Financial Office","2,429,909","1967","1",,"165,924,707","177,049,738",,"505,748.2",,"141.4","291.1","142.5","294.8","40,014","16.5","41.88163958","-87.63010692","POINT (-87.63010692 41.88163958)"
"2016","173769","541 Oakdale Assoc LLC","541 W Oakdale Ave","60657","LAKE VIEW","Multifamily Housing","98,750","1966","1","90","1,026,111.2","4,384,219.6",,,,"54.8","79.2","58.9","83.6","422","4.3","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2016","250090","Irene McCoy Gaines Apartments","3700 W. Congress Parkway","60624","EAST GARFIELD PARK","Multifamily Housing","117,963","1964","1","65","2,117,326.8","8,487,267.8",,,,"89.9","131.9","94.8","135.8","841.1","7.1","41.8747432","-87.71838095","POINT (-87.71838095 41.8747432)"
"2016","173733","(IL600) - 2336 N. Commonwealth","2336 N. Commonwealth","60657","LINCOLN PARK","Multifamily Housing","55,338","1969","1","40","1,222,424.1","2,726,902.9",,,,"71.4","121.1","74.3","124.1","370.2","6.7","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","251237","1242 Lake Shore Drive","1242 N. Lake Shore Drive","60610","NEAR NORTH SIDE","Multifamily Housing","136,591","1929","1","35","2,113,409.9","12,908,311.4",,,,"110","147.8","122.5","160.9","1,075.2","7.9","41.90531026","-87.62553343","POINT (-87.62553343 41.90531026)"
"2016","160285","Long Grove House","2001 S Michigan","60616","NEAR SOUTH SIDE","Multifamily Housing","490,215","1969","1","70","8,496,681.8","36,941,429.4",,,,"92.7","133.5","100","139.8","3,528.3","7.2","41.855384","-87.62384","POINT (-87.62384 41.855384)"
"2016","251214","Wilson Yard","1026-1032 W Montrose","60613","UPTOWN","Mixed Use Property","420,494","2010","1","72","16,370,059.5","13,603,772",,,,"71.3","156.2","73.6","157.3","3,739.9","8.9","41.961818","-87.65547","POINT (-87.65547 41.961818)"
"2016","166543","North & Kostner","4501 W. North Avenue","60639","HUMBOLDT PARK","Retail Store","235,761","2009","1","75","10,221,304.5","1,864,852.7",,,,"51.3","144.4","52.1","144.4","1,983.1","8.4","41.9096931","-87.73945998","POINT (-87.73945998 41.9096931)"
"2016","103634","Lewis & O'Malley","25 E. Jackson Blvd.","60604","LOOP","College/University","380,371","1928","1",,"16,251,216.1","14,654,624.9",,,,"81.3","174.6","85.4","176.7","3,773.8","9.9","41.878202","-87.626867","POINT (-87.626867 41.878202)"
"2016","104239","517-25 W. Brompton Ave.","517-25 W. Brompton Ave.","60657","LAKE VIEW","Multifamily Housing","52,304","1924","1","98","193,259.1","3,099,546.1",,,,"63","73.8","69.4","80.6","200.3","3.8","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2016","251766","Belle Shore Condominium","1062 W Bryn Mawr","60660","EDGEWATER","Multifamily Housing","74,400","1929","1","73","1,898,536.8","4,970,758.6",,,,"92.3","150.3","97.2","154","614","8.3","41.9838449","-87.65763102","POINT (-87.65763102 41.9838449)"
"2016","244447","One River Place Condominium Association","758 N. Larrabee","60654","NEAR NORTH SIDE","Multifamily Housing","365,722","1929","1","93","8,373,464.3","10,948,994.2",,,,"52.8","103.3","56","105.9","2,125","5.8","41.89621968","-87.64302715","POINT (-87.64302715 41.89621968)"
"2016","252123","Gary Comer Youth Center","7200 South Ingleside","60619","GREATER GRAND CROSSING","Other","80,000","2006","1",,"5,238,962.2","1,588,374.5",,,,"85.3","226.5","86.9","225.8","1,050","13.1","41.76400303","-87.60189552","POINT (-87.60189552 41.76400303)"
"2016","251576","Henry Elemen-CPS","4250 N St Louis Ave","60618","IRVING PARK","K-12 School","90,100","1904","1","19","1,175,893.3","10,109,200.4",,,,"125.3","158.8","138.5","173.2","753.7","8.4","41.95872281","-87.71583845","POINT (-87.71583845 41.95872281)"
"2016","241820","Park Millenium Condominium Association","222 N. Columbus Dr.","60601","LOOP","Multifamily Housing","442,821","2002","1","1","23,957,921","33,185,456.7",,,,"129","248.6","137.1","257.1","6,178.6","14","41.88658111","-87.62152561","POINT (-87.62152561 41.88658111)"
"2016","101679","Presidents Plaza 1","8600 West Bryn Mawr Ave","60631","OHARE","Office","417,395","1980","1","66","39,021,952.2","304,077.8",,,,"94.2","294.3","96.8","302.4","7,208.7","17.3","41.98292604","-87.84221511","POINT (-87.84221511 41.98292604)"
"2016","252262","Humboldt Ridge - Parent","1816","60647","LOGAN SQUARE","Multifamily Housing","90,216","2001","18","89","2,106,805.6","2,687,055.3",,,,"53.1","104.6","51.5","99.4","531.1","5.9","41.91418349","-87.71344961","POINT (-87.71344961 41.91418349)"
"2016","137211","Skyline Michigan Condominium Association","1601 S Michigan Ave","60616","NEAR SOUTH SIDE","Multifamily Housing","55,223","1997","1","90","1,073,085.9","2,233,079.4",,,,"59.9","103.5","63.5","106","316.4","5.7","41.84550365","-87.63055693","POINT (-87.63055693 41.84550365)"
"2016","252024","CICS Loomis","9535 S. Loomis St.","60643","WASHINGTON HEIGHTS","K-12 School","52,000","1961","1","34","1,354,576.3","3,199,673.9",,,,"87.6","146.4","95.6","154.3","419.6","8.1","41.72018758","-87.65671845","POINT (-87.65671845 41.72018758)"
"2016","136845","US Bank -- Englewood","815 W 63rd Street","60655","ENGLEWOOD","Bank Branch","63,034","1920","1","43","2,503,371.8","2,732,200.1",,,,"83.1","170.2","88","174.3","606.5","9.6","41.77942036","-87.64553778","POINT (-87.64553778 41.77942036)"
"2016","120324","Ravenswood Station","1800-1804 W. Lawrence Ave.","60640","LINCOLN SQUARE","Supermarket/Grocery Store","149,392","2014","1",,"19,519,472","12,087,855.4",,,,"211.6","495.2","216.5","496.7","4,239.9","28.4","41.96884792","-87.67503096","POINT (-87.67503096 41.96884792)"
"2016","103759","Headquarters","547 W. Jackson Blvd.","60661","NEAR WEST SIDE","Office","347,691","1922","1","61","22,522,158.2","10,188,957.5",,,,"94.1","234.2","97.3","235.5","4,692.5","13.5","41.878003","-87.641471","POINT (-87.641471 41.878003)"
"2016","101756","Cook County Building","118 N. Clark St.","60602","LOOP","Office","638,592","1906","1","55","39,305,625.8","28,436,203.7",,,,"106.1","240","111.6","245.9","8,755.2","13.7","41.88385328","-87.63167966","POINT (-87.63167966 41.88385328)"
"2016","160277","208 S La Salle Whole Building","208 S La Salle","60604","LOOP","Hotel","907,563","1911","1","34","40,602,902.4","53,238,298",,"37,694,014.2",,"144.9","243.6","145.8","244.6","12,298.2","13.6","41.87908631","-87.63302012","POINT (-87.63302012 41.87908631)"
"2016","251797","RML Specialty Hospital","3534 W Van Buren","60462","EAST GARFIELD PARK","Other - Specialty Hospital","190,000","1984","1",,"16,027,020.4","23,697,137.8",,,,"209.1","395.8","216.7","402.8","4,212.8","22.2","41.875444","-87.714197","POINT (-87.714197 41.875444)"
"2016","254361","MILA","200 N Michigan Ave","60601","Loop","Multifamily Housing","514,060","2016","1","87","10,040,417.3","17,785,019.7",,,,"54.1","97.7","58.1","100.8","2,795.3","5.4","41.8858198","-87.62537143","POINT (-87.62537143 41.8858198)"
"2016","134776","University Club of Chicago","76 East Monroe Street","60603","LOOP","Hotel","144,036","1907","1",,"10,741,245.5","23,987,451.8",,,,"241.1","409","246.3","414.5","3,253.9","22.6","41.880838","-87.624993","POINT (-87.624993 41.880838)"
"2016","109413","550 W. Surf","550 W. Surf","60657","LAKE VIEW","Multifamily Housing","100,000","1898","1","90","1,724,680.7","6,384,387.5",,,,"81.1","121.2","86.5","126.9","657","6.6","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2016","102731","1025 W Hollywood","1025 W Hollywood","60660","EDGEWATER","Multifamily Housing","62,000","1970","1","90","572,496.1","4,315,499.8",,,,"78.8","102.1","83.1","106.5","334.7","5.4","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2016","251642","Blaine Eleme-CPS","1420 W Grace St","60613","LAKE VIEW","K-12 School","98,646","1893","1","87","1,799,075.9","4,125,188.9",,,,"60.1","101.2","67.8","110.8","550.7","5.6","41.95097289","-87.66504977","POINT (-87.66504977 41.95097289)"
"2016","172151","6045 Kenwood Building","6045 South Kenwood Avenue","60637","WOODLAWN","Office","99,164","1914","1",,"13,280,230.8","98,010","8,251,769.7","21,933,479.9",,"439.3","742.8","446","750.8","4,156.8","41.9","41.78471041","-87.59260612","POINT (-87.59260612 41.78471041)"
"2016","251584","Deneen Eleme-CPS","7240 S Wabash Ave","60619","GREATER GRAND CROSSING","K-12 School","87,736","1955","1","31","3,301,373.7","4,315,441.2",,,,"86.8","169.8","93.6","175.5","837.7","9.5","41.76239877","-87.62373586","POINT (-87.62373586 41.76239877)"
"2016","175736","Lakeside Tower, LLC","910 W Lawrence Ave","60640","UPTOWN","Multifamily Housing","90,780","1931","1","77","1,009,849.6","6,295,022.6",,,,"80.5","107.7","89","116.1","520.5","5.7","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2016","101716","311 S. Wacker","311 South Wacker","60606","LOOP","Office","1,433,821","1990","1","81","86,180,944.3",,,,,"60.1","188.7","62.4","195.8","15,885","11.1","41.87745822","-87.63573828","POINT (-87.63573828 41.87745822)"
"2016","162296","Yeshiva Ohr Boruch","2828 W Pratt Blvd","60645","WEST RIDGE","K-12 School","60,536","1964","1","94","564,631.4","3,369,231.9",,,,"65","87.7","70.5","93.5","283","4.7","42.0056073","-87.70120525","POINT (-87.70120525 42.0056073)"
"2016","234823","525 Hawthorne Place Condominium Association","525 W Hawthorne Place","60657","LAKE VIEW","Multifamily Housing","275,772","1969","1","85","5,816,654.8","13,062,535.5",,,,"68.5","116","73.8","121.6","1,765.9","6.4","41.94421223","-87.64214687","POINT (-87.64214687 41.94421223)"
"2016","176020","Hyde Park Bank","1515-1531 East 53rd Street","60615-4557","HYDE PARK","Office","158,000","1926","1",,"3,388,048.1","8,932,458.7",,,,"78","126.7","85","132.9","1,098.9","7","41.7992525","-87.58844296","POINT (-87.58844296 41.7992525)"
"2016","251423","Ortiz De Dom-CPS","3000 S Lawndale Ave","60623","SOUTH LAWNDALE","K-12 School","63,900","1996","1","46","2,381,846.9","2,471,592.7",,,,"76","157.7","81.9","163.9","570.3","8.9","41.83823853","-87.71771353","POINT (-87.71771353 41.83823853)"
"2016","157280","Noble Square Cooperative","1165 N Milwaukee","60642","WEST TOWN","Multifamily Housing","284,850","1969","1","58","5,975,210.4","20,671,130.8",,,,"93.5","142.1","101.4","149.1","2,199.3","7.7","41.91320618","-87.68140368","POINT (-87.68140368 41.91320618)"
"2016","158088","Evangelical Lutheran Church in America","8765 W. Higgins Road","60631","OHARE","Office","252,250","1969","1","95","10,978,901.6",,,,,"43.5","136.7","45.3","142.4","2,023.6","8","41.98712961","-87.84592168","POINT (-87.84592168 41.98712961)"
"2016","158304","Chicago-Downtown/Lakefront Embassy Suite","511 North Columbus Drive","60611","NEAR NORTH SIDE","Hotel","425,940","2001","1","10","26,971,280","46,181,600",,,,"171.7","312.7","171.7","312.7","7,424.3","17.4","41.89143123","-87.61968569","POINT (-87.61968569 41.89143123)"
"2016","175507","Elm II LLC","18 E Elm St","60611","NEAR NORTH SIDE","Multifamily Housing","78,055","1925","1","83","2,661,841.1","1,899,536.4",,,,"58.4","132.6","60.8","138.4","591.5","7.6","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","251216","2440 North Lakeview Avenue","2440 North Lakeview Avenue","60614","LINCOLN PARK","Multifamily Housing","252,000","1927","1","90","3,795,092.5","13,592,799.9",,,,"69","103.9","74.5","109.7","1,421.5","5.6","41.92673883","-87.63919725","POINT (-87.63919725 41.92673883)"
"2016","251404","Burr Element-CPS","1621 W Wabansia Ave","60622","WEST TOWN","K-12 School","60,929","1890","1","63","914,536.8","4,000,796.6",,,,"80.7","116.1","89.9","126.4","381.1","6.3","41.912405","-87.668589","POINT (-87.668589 41.912405)"
"2016","251385","Burley Eleme-CPS","1630 W Barry Ave","60657","LAKE VIEW","K-12 School","58,527","1894","1","89","954,418.3","2,108,919.4",,,,"52.3","89","58.9","97.3","287.9","4.9","41.93812946","-87.66982182","POINT (-87.66982182 41.93812946)"
"2016","171924","207","4640 S. Halsted","60609","NEW CITY","Supermarket/Grocery Store","146,189","1955","1","94","11,210,603.7","5,031,606.8",,,,"111.1","276.9","115.2","281.2","2,333.6","16","41.81001104","-87.64727171","POINT (-87.64727171 41.81001104)"
"2016","117014","227-Senior Suites-Belmont Cragin","6045 West Grand Avenue","60639","BELMONT CRAGIN","Senior Care Community","60,000","1996","1","43","1,745,708.9","4,150,399.9",,,,"98.3","164","104.9","170.2","542.2","9","41.92039417","-87.75616669","POINT (-87.75616669 41.92039417)"
"2016","113452","Plymouth Court","1115 S. Plymouth Court","60605","LOOP","Multifamily Housing","100,000","2000","1","46","3,840,158.2","4,052,437.6",,,,"78.9","163.1","83.4","169.4","923.1","9.2","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2016","251224","142 East Ontario","142 E Ontario","60611","NEAR NORTH SIDE","Office","140,923","1986","1","58","10,561,184.1",,,,,"74.9","235.3","76.9","241.4","1,946.6","13.8","41.8935933","-87.62363986","POINT (-87.62363986 41.8935933)"
"2016","101815","Magnolia Gardens, LLC","4845 4859 N Magnolia Ave","60640","UPTOWN","Multifamily Housing","50,986","1916","1","69","505,115.9","3,520,103.2",,,,"78.9","103.6","85.3","109.5","280.1","5.5","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2016","103745","900 North Michigan","900 North Michigan","60611","NEAR NORTH SIDE","Mixed Use Property","2,136,748","1989","1",,"155,648,206.6","45,158,996.1",,,,"94","250.9","94.8","252.7","31,087.9","14.5","41.89920885","-87.62650606","POINT (-87.62650606 41.89920885)"
"2016","251223","564 West Randolph","564 West Randolph Street","60661","NEAR WEST SIDE","Office","119,829","1908","1","86","4,551,529.5","4,060,036.4",,,,"71.9","154.8","75.8","156.1","1,054.6","8.8","41.88463844","-87.64232477","POINT (-87.64232477 41.88463844)"
"2016","159738","4100 Marine Dr","4100 N Marine Dr","60613","UPTOWN","Multifamily Housing","249,600","1964","1","72","7,242,171.3","6,295,741.3",,,,"54.2","117.6","56.5","124.6","1,669.3","6.7","41.95588646","-87.64627434","POINT (-87.64627434 41.95588646)"
"2016","111466","The River West 2 Condominium Association","939 W. Huron St.","60642","WEST TOWN","Multifamily Housing","60,000","1992","1","93","1,332,290.5","1,759,692.6",,,,"51.5","100.5","53.9","101.9","339","5.7","41.89983093","-87.65764114","POINT (-87.65764114 41.89983093)"
"2016","175059","436-446 W. Diversey Pkwy.","430 W. Diversey","60642","LAKE VIEW","Multifamily Housing","68,271","1908","1","27","2,149,266.6","3,177,317",,,,"78","147.7","81.6","151.5","564.9","8.3","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","120344","4039-43 N Ravenswood LLC","4043 N Ravenswood","60613","LAKE VIEW","Other","90,000","1910","1",,"1,565,132.2","1,782,367",,,,"37.2","75.4","39.6","76.8","383.2","4.3","41.9552918","-87.67336725","POINT (-87.67336725 41.9552918)"
"2016","172129","73 East Elm Street Condominium Association","73 E Elm St","60611","NEAR NORTH SIDE","Multifamily Housing","97,403","1930","1","44","1,393,045.2","7,122,200",,,,"87.4","121.7","96.3","129.4","635.1","6.5","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","172670","6560 W Fullerton at Bricktown Square","6560 W Fullerton Ave","60707","BELMONT CRAGIN","Strip Mall","116,579","1987","1",,"7,828,185.7","6,028,776",,,,"118.9","265.1","122.1","268.5","1,763.1","15.1","41.92368914","-87.78882768","POINT (-87.78882768 41.92368914)"
"2016","251905","FunstonFred-CPS","2010 N Central Park Ave","60647","LOGAN SQUARE","K-12 School","107,729","1896","1","52","2,921,686.4","4,735,044.6",,,,"71.1","131.3","78.2","138.8","790","7.3","41.91774866","-87.71712677","POINT (-87.71712677 41.91774866)"
"2016","251282","1100 N. Dearborn","1100 N. Dearborn St.","60610","NEAR NORTH SIDE","Multifamily Housing","108,012","1930","1","9","3,391,083.8","17,791,397.9",,,,"196.1","271.5","212.5","287","1,570","14.5","41.90201818","-87.63035975","POINT (-87.63035975 41.90201818)"
"2016","101547","Mercy Hospital and Medical Center","2525 S. Michigan Ave","60616","NEAR SOUTH SIDE","Hospital (General Medical & Surgical)","750,000","1968","1","24","80,139,964.2","102,689,293.4",,,,"243.8","479.3","250.8","486.7","20,225.8","27","41.84674735","-87.62133625","POINT (-87.62133625 41.84674735)"
"2016","244600","One Museum Park West Condominium Association","1201 S Prairie Ave","60605","NEAR SOUTH SIDE","Multifamily Housing","651,328","2008","1","63","18,150,560.5","27,625,754.1",,,,"70.3","132","75.7","137.7","4,812.9","7.4","41.86712211","-87.62162242","POINT (-87.62162242 41.86712211)"
"2016","158380","Monroe Building","104 S Michigan Avenue","60603","LOOP","Office","243,166","1912","1","78","12,953,985.6","10,684,592.8",,,,"97.2","213.4","101.9","217","2,955.2","12.2","41.88064983","-87.62495547","POINT (-87.62495547 41.88064983)"
"2016","251890","Saucedo Elem-CPS","2850 W 24TH BLVD","60623","SOUTH LAWNDALE","K-12 School","292,121","2010","1","60","4,820,361","14,089,732.8",,,,"64.7","102.5","72","110.1","1,636.9","5.6","41.84864139","-87.69785064","POINT (-87.69785064 41.84864139)"
"2016","116462","228-Senior Suites of South Shore","2355 East 67th Street","60649","SOUTH SHORE","Senior Care Community","71,586","1998","1","60","1,917,755.5","4,564,399.9",,,,"90.6","151.1","99","159.9","595.9","8.3","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2016","254107","Columbus on the Park Condominium","811 S Lytle","60607","Near West Side","Multifamily Housing","193,497","1930","1","94","3,620,381.1","5,465,540.1",,,,"47","88.4","48.8","89","957.6","4.9","41.8742951","-87.65018","POINT (-87.65018 41.8742951)"
"2016","111157","3963 W. Belmont","3963 W. Belmont Avenue","60618","AVONDALE","Multifamily Housing","250,000","1924","1","34","6,175,962.3","9,942,145.2",,,,"64.5","119.3","68","123.1","1,666.4","6.7","41.94672055","-87.70319673","POINT (-87.70319673 41.94672055)"
"2016","234566","1410 North State Parkway Condominium Association","1410 N State Parkway","60610","NEAR NORTH SIDE","Multifamily Housing","120,150","1980","1","44","5,072,603.3","3,110,963.4",,,,"68.1","159.8","70.6","163.9","1,100.2","9.2","41.90826903","-87.62920718","POINT (-87.62920718 41.90826903)"
"2016","101733","Two North Riverside Plaza","2 North Riverside Plaza","60606","NEAR WEST SIDE","Office","741,315","1929","1","78","38,227,365.6","20,411,442.4",,,,"79.1","190.8","83.8","198","8,130.3","11","41.88253679","-87.63918687","POINT (-87.63918687 41.88253679)"
"2016","107970","Taylor Park","41 W 47th St","60609","GRAND BOULEVARD","Other","150,000","1964","1",,"1,163,621.7","2,236,958.2",,,,"22.7","40","24.2","41","334","2.2","41.81195152","-87.65512794","POINT (-87.65512794 41.81195152)"
"2016","251948","SBRI","5812 S. Ellis Ave.","60637","HYDE PARK","Laboratory","214,708","1977","1",,"48,771,605.7",,"46,685,401.4",,,"444.6","974.8","437.1","940.9","12,089.5","56.3","41.790012","-87.601281","POINT (-87.601281 41.790012)"
"2016","250117","Sinai Hospital-Sinai","1525 S California Avenue","60608","North Lawndale","Hospital (General Medical & Surgical)","1,009,270","2013","1","62","78,611,285.8","125,232,290.2",,,,"202","374.9","200.2","369.3","21,141.4","20.9","41.86035602","-87.69567108","POINT (-87.69567108 41.86035602)"
"2016","172529","One East 14th Place","5 E. 14th Place","60605","NEAR SOUTH SIDE","Multifamily Housing","155,299","2000","1","79","4,722,283.1","2,805,289.3",,,,"48.5","114.4","50.9","117","1,019.4","6.6","41.86215282","-87.62699452","POINT (-87.62699452 41.86215282)"
"2016","251610","Goudy Elemen-CPS","5120 N Winthrop Ave","60640","UPTOWN","K-12 School","98,019","1938","1","95","750,508","5,864,756.7",,,,"67.5","86.9","77.1","97.2","449.8","4.6","41.97579494","-87.65806863","POINT (-87.65806863 41.97579494)"
"2016","120083","CHICAGO MCKINLEY PARK (2078)","1940 W 33RD ST","60608","MCKINLEY PARK","Retail Store","139,085","2006","1","86","7,263,025.5","2,269,800.1",,,,"68.5","181.1","69.9","180.9","1,459.3","10.5","41.83444209","-87.67471572","POINT (-87.67471572 41.83444209)"
"2016","142232","2424 N Clark St","2424 N Clark St","60614","LINCOLN PARK","Multifamily Housing","64,622","1962","1","56","1,350,479.8","5,987,530.5",,,,"113.6","162.9","123.6","172.2","566.9","8.8","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","159245","Maple Pointe Apartments: Maple Pointe Apartments","150 West Maple Street","60610","NEAR NORTH SIDE","Multifamily Housing","207,540","1996","1","4","6,843,356.3","29,220,202.3",,,,"173.8","251.4","168.7","246","2,813.4","13.6","41.90205446","-87.63398256","POINT (-87.63398256 41.90205446)"
"2016","164090","The Salvation Army Adult Rehabilitation Center","2258 N. Clybourn Avenue","60614","LINCOLN PARK","Other - Lodging/Residential","54,216","1955","1",,"361,740.2","2,952,574.1",,,,"61.1","78.1","67.9","85.2","223.5","4.1","41.92285815","-87.66661993","POINT (-87.66661993 41.92285815)"
"2016","102556","Gateway Apartments (Sneider Apartments)","7450 N Rogers","60626","ROGERS PARK","Multifamily Housing","90,000","2003","1","7","4,026,337.4","6,754,994",,,,"119.8","218","126.7","222.3","1,090.9","12.1","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","251627","Edison Park-CPS","6220 N Olcott Ave","60631","NORWOOD PARK","K-12 School","60,475","1948","1","57","2,044,447.9","3,664,763.5",,,,"94.4","169.8","101.9","177.6","571.5","9.4","41.99398251","-87.81420976","POINT (-87.81420976 41.99398251)"
"2016","101737","100 North Riverside Plaza","100 N Riverside Plaza","60606","NEAR WEST SIDE","Office","822,563","1990","1","86","99,103,689.6","493,809.3",,,"84,377.7","121.2","379","123.3","385.6","18,299.4","22.2","41.88384565","-87.63878625","POINT (-87.63878625 41.88384565)"
"2016","251698","Bradwell Art-CPS","7726 S Burnham","60649","SOUTH SHORE","K-12 School","143,266","1895","1","66","2,325,375.2","8,031,900.5",,,,"72.3","109.8","80.8","119.2","855.2","6","41.75447542","-87.55737916","POINT (-87.55737916 41.75447542)"
"2016","250058","MARTIN LUTHER KING COMMUNITY CENTER","4314 S. Cottage Grove Ave.","60653","GRAND BOULEVARD","Other - Entertainment/Public Assembly","56,687","1975","1",,"2,932,069.1","3,599,636.9",,,,"115.2","229.1","124.7","239.1","731.6","12.9","41.81634122","-87.60674817","POINT (-87.60674817 41.81634122)"
"2016","126126","Pete's Kedgie","4700 S. Kedgie","60632","BRIGHTON PARK","Supermarket/Grocery Store","54,000","1990","1","56","10,314,353.2","4,287,699.9",,,,"270.4","683.1","273.1","681.1","2,128.9","39.4","41.80740022","-87.70533038","POINT (-87.70533038 41.80740022)"
"2016","251314","Clock Tower Lofts","2300 W Wabasnia","60647","WEST TOWN","Multifamily Housing","143,972","1906","1","95","2,675,788","3,982,624.3",,,,"46.2","87.4","49.5","90.8","704.7","4.9","41.91287091","-87.68444068","POINT (-87.68444068 41.91287091)"
"2016","101872","100 North LaSalle","100 North LaSalle Street","60602","LOOP","Office","160,475","1927","1","77","7,860,552","2,233,045.1",,,,"62.9","168.4","63.8","167.5","1,567.5","9.8","41.88343043","-87.63249784","POINT (-87.63249784 41.88343043)"
"2016","158868","KCBD","900 E. 57th St.","60637","HYDE PARK","Laboratory","376,735","2009","1",,"71,837,885.8",,"104,749,620.1",,,"468.7","933.3","464.5","920","20,196.5","53.6","41.79207324","-87.60337358","POINT (-87.60337358 41.79207324)"
"2016","254080","The Gwen","521 N Rush St","60611","Near North Side","Hotel","360,000","2000","1","72","11,459,645.6","6,951,129.7",,"12,279,550.9",,"85.3","154.3","83.5","155","3,128.6","8.7","41.8957877","-87.62247","POINT (-87.62247 41.8957877)"
"2016","254564","Merrimac Square","6540 West Irving Park Road","60634","DUNNING","Multifamily Housing","71,000","1994","1","38","1,252,962.8","6,405,104.9",,,,"107.9","150.1","115.3","156.9","571.2","8","41.93831557","-87.78903681","POINT (-87.78903681 41.93831557)"
"2016","254170","San Francisco Hall-ID# 254170","6327 N Kenmore Ave","60626","Edgewater","Residence Hall/Dormitory","92,000","2013","1","76","3,940,887.3","174,900",,,,"44.7","136.5","44.6","136.2","735.7","8","41.99723585","-87.65688616","POINT (-87.65688616 41.99723585)"
"2016","252065","280 S. Columbus Dr.","280 S. Columbus Dr.","60603","LOOP","College/University","142,063.3","1973","1",,"7,936,622.5","12,674,324.8",,"4,533,689.1",,"177","301","183.2","307.7","2,375","16.7","41.8787345","-87.62080493","POINT (-87.62080493 41.8787345)"
"2016","173884","UNO Rogers Park","7416 N Ridge Rd.","60645","WEST RIDGE","K-12 School","204,041",,"1","97","2,369,177.8","10,277,268.1",,,,"62","89.3","66.5","93.7","982.6","4.8","42.01645164","-87.68500286","POINT (-87.68500286 42.01645164)"
