"Data Year","ID","Property Name","Address","ZIP Code","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2016","159510","Presidential Towers","555 West Madison St","60661","NEAR WEST SIDE","Multifamily Housing","2,750,000","1986","4","59","42,138,677.7","225,529,849.8",,,,"97.3","134.2","95.9","132.4","19,746","7.2","41.88114124","-87.64186869","POINT (-87.64186869 41.88114124)"
"2016","173622","444 W Jackson","444 W Jackson","60606","NEAR WEST SIDE","Fitness Center/Health Club/Gym","71,235","1974","1",,"5,269,984.1","9,961,348.8",,,,"213.8","379.1","221","386.7","1,500.5","21.1","41.87808768","-87.63895016","POINT (-87.63895016 41.87808768)"
"2016","159571","2144 N. Lincoln Park Condominium Association","2144 N. Lincoln Park West","60614","LINCOLN PARK","Multifamily Housing","287,000","1975","1","100","1,946,798.5","6,116,704.4",,,,"28.1","43.7","30.9","46.7","683.7","2.4","41.92130396","-87.6364506","POINT (-87.6364506 41.92130396)"
"2016","251279","Scientific Games-2727 Roscoe","2727 Roscoe St","60618","AVONDALE","Office","63,752","1945","1","69","2,763,012.7","1,443,982.3",,,,"66","159.9","68.7","162.7","586","9.2","41.94235025","-87.69688548","POINT (-87.69688548 41.94235025)"
"2016","174279","Diversey Square Phase 1 - TOTAL","3300 W Diversey Ave","60647","AVONDALE","Multifamily Housing","181,132","1920","6","69","3,243,382.4","10,717,676.9",,,,"77.1","118.4","80.9","119.9","1,167.1","6.4","41.92075046","-87.70152825","POINT (-87.70152825 41.92075046)"
"2016","243636","Winston Tower #3","7061 N. Kedzie","60645","WEST RIDGE","Multifamily Housing","400,000","1968","1","62","5,018,154.6","32,647,574.5",,,,"94.2","125.1","90.2","120.4","2,659","6.6","42.00894704","-87.70638311","POINT (-87.70638311 42.00894704)"
"2016","101409","238-Senior Suites of Kelvyn Park","2715 N. Cicero","60629","BELMONT CRAGIN","Senior Care Community","76,000","2008","1","52","1,952,073.4","4,658,800.1",,,,"87","145","93.6","150.6","607.3","8","41.92039417","-87.75616669","POINT (-87.75616669 41.92039417)"
"2016","135660","Webster Square Apartments","558 w. Webster Ave","60614","LINCOLN PARK","Multifamily Housing","77,966","2014","1",,"2,971,589.3","1,966,944.5",,,,"63.3","146.2","64.9","147.8","652.2","8.4","41.9218859","-87.64289415","POINT (-87.64289415 41.9218859)"
"2016","254001","(IL287) - The Robey","4434-4444 N. Damen","60625","North Center","Multifamily Housing","53,800","2007","1","54","1,011,310","3,091,001.5",,,,"76.3","119.4","76.3","119.4","350.6","6.5","41.9720897","-87.70256","POINT (-87.70256 41.9720897)"
"2016","159728","Lakeside Square Apartments","920 W Lakeside Place","60640","UPTOWN","Multifamily Housing","278,070","1989","1","82","5,656,376.1","18,158,451.3",,,,"85.6","132.4","92","139.1","2,007.1","7.2","41.96853167","-87.65354801","POINT (-87.65354801 41.96853167)"
"2016","103699","George W Dunne Cook County Office Building","69 W. Washington Street","60602","LOOP","Office","821,526","1965","1","91","30,836,861","27,273,247.4",,,,"70.7","152.7","75.8","158.2","7,132.5","8.7","41.88287346","-87.62989783","POINT (-87.62989783 41.88287346)"
"2016","251337","The Theatre School","2350 N. Racine","60614","LINCOLN PARK","College/University","163,000","2013","1",,"4,780,993.3","6,569,988.7",,,,"69.6","134.4","72.4","137.3","1,230.2","7.5","41.924672","-87.658471","POINT (-87.658471 41.924672)"
"2016","146136","Reside on Barry","533-549 W BARRY AVE","60657","LAKE VIEW","Multifamily Housing","145,920","1966","1","47","3,902,417","8,520,000",,,,"85.1","145.3","92.5","153","1,171.8","8","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)"
"2016","116413","CASL Senior Housing","2108 S. Princeton Avenue","60616","ARMOUR SQUARE","Multifamily Housing","68,260","1997","1","56","1,310,799.6","5,477,679.2",,,,"99.5","144.6","109.4","155","532.6","7.8","41.84550365","-87.63055693","POINT (-87.63055693 41.84550365)"
"2016","105150","Baric Properties","1533 W Jarvis Ave","60626","ROGERS PARK","Multifamily Housing","68,955","1970","1","75","1,027,834.3","4,506,910.2",,,,"80.3","115.4","84.4","119.3","428.8","6.2","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","159529","06620-Chicago, IL","700 N Michigan Avenue","60611","NEAR NORTH SIDE","Retail Store","176,600","2000","1","40","16,034,946.5","1,635,699.9",,,,"100.1","294.8","101.3","296.1","3,042.5","17.2","41.89533925","-87.62493853","POINT (-87.62493853 41.89533925)"
"2016","251230","1448 North Lake Shore Drive Building Corporation","1448 North Lake Shore Drive","60610","NEAR NORTH SIDE","Multifamily Housing","175,440","1927","1","61","3,135,856.6","11,767,399.2",,,,"84.9","126.6","93.2","133.7","1,203","6.9","41.90933331","-87.62655128","POINT (-87.62655128 41.90933331)"
"2016","254037","Willow Square Condo Association (Bldg 1)","1728 N Damen Ave","60647","West Town","Multifamily Housing","65,000","1928","2","46","2,318,368.7","784,992.6",,,,"47.7","124.7","49.6","126.4","469","7.2","41.91317251","-87.6776717","POINT (-87.6776717 41.91317251)"
"2016","134126","1111 N. Clark St.","1111 N. CLARK ST","60610","NEAR NORTH SIDE","Automobile Dealership","90,000","1910","1",,"3,884,370.9","5,094,500.1",,,,"99.8","195","107.2","201.5","986.6","11","41.90248079","-87.63099565","POINT (-87.63099565 41.90248079)"
"2016","251872","Goode High S-CPS","7651 South Homan Ave","60652","ASHBURN","K-12 School","208,200","2012","1","55","10,621,132.9",,,,,"51","160.2","52.1","163.5","1,957.7","9.4","41.753986","-87.707413","POINT (-87.707413 41.753986)"
"2016","243920","Newberry Plaza Condominium Association","1030 N State Street","60610","NEAR NORTH SIDE","Multifamily Housing","758,456","1970","1","14","25,695,308","44,391,992.6",,,,"92.4","167.8","96.5","169.5","7,094.1","9.4","41.90159271","-87.62890282","POINT (-87.62890282 41.90159271)"
"2016","240019","(IL298) - 1555 Astor Condo","1555 N. Astor Street","60610","NEAR NORTH SIDE","Multifamily Housing","315,677","1974","1","7","18,795,616.2","11,885,799.4",,,,"97.2","226.5","104.7","244.4","4,095.7","13","41.91063947","-87.62728476","POINT (-87.62728476 41.91063947)"
"2016","251248","Skybridge CA","737 W. Washington Street","60661","NEAR WEST SIDE","Multifamily Housing","876,000","2003","1","96","11,415,900.3","28,020,133.9",,,,"45","74.5","48.8","78.4","3,592.5","4.1","41.883111","-87.646771","POINT (-87.646771 41.883111)"
"2016","101537","4532 - 42 S. Drexel","4532 - 42 S. Drexel Blvd.","60653","KENWOOD","Multifamily Housing","62,469","1960","1","12","2,524,880","1,928,880",,,,"71.3","159.3","75.7","171.8","567.8","9.1","41.82021138","-87.61246867","POINT (-87.61246867 41.82021138)"
"2016","251299","Raffaello Condominium Association","201 E. Delaware Pl.","60611","NEAR NORTH SIDE","Multifamily Housing","142,451","1920","1","23","5,116,021","8,210,484.1",,,,"93.6","173.3","97.5","175.3","1,379.1","9.7","41.89905968","-87.6215801","POINT (-87.6215801 41.89905968)"
"2016","238910","(IL505) - Lake Point Tower Condominium Association","505 N. Lake Shore Drive","60611","NEAR NORTH SIDE","Multifamily Housing","1,479,670","1968","1","42","56,782,094.6","24,861,006.6",,,,"55.2","138.1","59.6","148","11,786.6","8","41.89150137","-87.61230249","POINT (-87.61230249 41.89150137)"
"2016","254076","North Water - Whole Building","340 E North Water St","60611","Near North Side","Multifamily Housing","858,191","2015","1","78","30,538,505.5","18,772,582.7",,,,"57.5","134.7","56.7","130.7","6,626","7.7","41.8957877","-87.62247","POINT (-87.62247 41.8957877)"
"2016","175981","860-1422 JV LLC","860 West Evergreen","60642","NEAR NORTH SIDE","Office","104,689","1943","2",,"5,634,457.4","1,708,724.9",,,,"70.1","186.1","71.6","185.3","1,129.3","10.8","41.90611149","-87.65013185","POINT (-87.65013185 41.90611149)"
"2016","175679","240 N. Ashland","240 N. Ashland","60607","NEAR WEST SIDE","Office","81,887","1900","1","97","1,792,950","888,900",,,,"32.8","80.1","33.6","78.9","377.7","4.6","41.88655482","-87.66760406","POINT (-87.66760406 41.88655482)"
"2016","114515","6901 Oglesby Avenue Apartment Building Corporation","6901-6915 S. Oglesby Ave.","60649","SOUTH SHORE","Multifamily Housing","108,400","1928","1","100","1,019,996.9","1,082,327.4",,,,"19.4","40","19.4","40","245.5","2.3","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2016","131155","217 N. Jefferson","217 N. Jefferson","60661","NEAR WEST SIDE","Office","58,044","1938","1","3","8,500,366.8","912,266.9",,,,"162.2","476.3","162.2","476.3","1,615.3","27.8","41.88321395","-87.64336601","POINT (-87.64336601 41.88321395)"
"2016","232458","4800-50 South Lake Park Ave","4800-50 South Lake Park Ave","60615","KENWOOD","Multifamily Housing","627,860","1974","2","41","16,370,697.5","47,296,221.2",,,,"101.4","161","109.3","168","5,529.6","8.8","41.80747487","-87.59126397","POINT (-87.59126397 41.80747487)"
"2016","160246","Parkway Gardens","6415 S. Calumet Ave","60637","GREATER GRAND CROSSING","Multifamily Housing","938,000","1952","36","93","12,015,433.1","56,884,898.2",,,,"73.5","103.9","78.4","109","5,236.1","5.6","41.7774997","-87.61708529","POINT (-87.61708529 41.7774997)"
"2016","251220","The John Marshall Law School","304 South State Street","60604","LOOP","College/University","219,500","1915","3",,"9,621,277","8,571,221.3",,,,"82.9","178.6","86.8","180.1","2,228.7","10.2","41.87795409","-87.62805193","POINT (-87.62805193 41.87795409)"
"2016","160368","River Bank Lofts Condominium Association","550 N. Kingsbury St.","60610","NEAR NORTH SIDE","Multifamily Housing","257,529","1905","1","91","4,629,753","5,434,619.3",,,,"39.1","78.6","41.2","80","1,142","4.4","41.89198248","-87.6407554","POINT (-87.6407554 41.89198248)"
"2016","158651","1350-60 N LSD","1350 N Lake Shore Dr.","60610","NEAR NORTH SIDE","Multifamily Housing","726,800","1951","2","43","17,563,928.5","47,875,694",,,,"90","145","96.9","150.7","5,780.3","8","41.90713265","-87.62642061","POINT (-87.62642061 41.90713265)"
"2016","103711","Two North LaSalle","2 North LaSalle","60602","LOOP","Office","776,691","1978","1","92","39,032,631.7",,,,,"50.3","157.8","52.6","165","7,194.5","9.3","41.8823134","-87.63279516","POINT (-87.63279516 41.8823134)"
"2016","105673","Holiday Inn Downtown Chicago","506 W Harrison St.","60607","NEAR WEST SIDE","Hotel","150,937","1967","1","46","6,599,606.4","9,914,308.7",,,,"109.4","206.3","114.5","211.9","1,743","11.5","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2016","251558","GreeneNathanael-CPS","3525 S. Honroe","60609","MCKINLEY PARK","K-12 School","82,455","1990","1","50","3,106,050.7","3,288,587.3",,,,"77.6","160.2","82.3","165.2","747.2","9.1","41.82970087","-87.67123908","POINT (-87.67123908 41.82970087)"
"2016","251626","Albany Park-CPS","4929 N Sawyer Ave","60625","ALBANY PARK","K-12 School","104,203","2006","1","26","4,702,043.1","3,758,872",,,,"81.2","179.6","83.6","179.5","1,066.3","10.2","41.97110197","-87.70939495","POINT (-87.70939495 41.97110197)"
"2016","150282","The Royalle Condominium Association","744 N. Clark St.","60654","NEAR NORTH SIDE","Multifamily Housing","77,800","2003","1","25","2,531,144.4","3,569,637.7",,,,"78.4","150.3","81.8","153.7","656.1","8.4","41.89198218","-87.63699623","POINT (-87.63699623 41.89198218)"
"2016","251944","820 S. Michigan","820 S. Michigan Avenue","60605","LOOP","College/University","113,032","1970","1",,"7,747,150.7",,,,,"68.5","215.2","70.4","221.2","1,428","12.6","41.87112548","-87.62470896","POINT (-87.62470896 41.87112548)"
"2016","134136","Jenkins Hall 171 W. Oak","171 W. Oak","60610","NEAR NORTH SIDE","College/University","164,122","1977","1",,"3,839,103.9","9,914,162.1",,,,"83.8","136.9","89.1","140.6","1,234.2","7.5","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","175181","Cornerstone Apartments","611-615 E. 50th Street","60615","GRAND BOULEVARD","Multifamily Housing","53,963","2014","4","75","1,181,606","2,709,320",,,,"72.1","121.5","77.1","125.4","361.7","6.7","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","167562","Lincoln Park-CPS","2016 N Orchard","60614","LINCOLN PARK","K-12 School","341,821","1901","1","89","6,109,578.4","15,799,703",,,,"64.1","104.7","72.2","114.3","1,965.3","5.7","41.91836118","-87.64617038","POINT (-87.64617038 41.91836118)"
"2016","251477","Wadsworth-CPS","6420 S UNIVERSITY AVE","60637","WOODLAWN","K-12 School","125,424","1920","1","64","2,222,126.4","7,180,206.6",,,,"75","115.7","84","125.2","791","6.3","41.7784319","-87.59820292","POINT (-87.59820292 41.7784319)"
"2016","251568","Vaughn Occup-CPS","4355 N LINDER AVE","60641","PORTAGE PARK","K-12 School","50,289","1950","1","45","2,245,135.2","2,979,345.8",,,,"103.9","202.4","109.8","208.6","572.1","11.4","41.96026421","-87.76436775","POINT (-87.76436775 41.96026421)"
"2016","239946","Metropolitan Tower Condo Association","310 S Michigan Ave","60604","LOOP","Multifamily Housing","579,393","1924","1","77","13,979,127.8","19,599,076",,,,"58","111.3","61.8","115.4","3,617.6","6.2","41.87797296","-87.62488735","POINT (-87.62488735 41.87797296)"
"2016","101363","1101 E Hyde Park","1101 E Hyde Park Boulevard","60615","HYDE PARK","Multifamily Housing","69,631","1923","1","55","328,070.6","5,354,500.2",,,,"81.6","95.5","89.9","104","344.9","5","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","241767","340 on the Park","340 East Randolph Street","60601","LOOP","Multifamily Housing","801,566","2007","1","18","36,541,496.4","10,236,635.8",,,,"71.1","169.3",,,,,"41.88484071","-87.61888905","POINT (-87.61888905 41.88484071)"
"2016","113598","Astor Tower CA","1300 N Astor Street","60610","NEAR NORTH SIDE","Multifamily Housing","88,613","1962","1","19","2,877,534.1","5,297,648.5",,,,"92.3","164.7","97.4","166.8","811.8","9.2","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","173930","Snell-Hitchcock","5709 Ellis Avenue","60637","HYDE PARK","Residence Hall/Dormitory","51,442","1902","1","7","4,950,085.2","7,176","3,032,079.6",,,"155.3","373.2","163.2","382.7","1,114.1","21.7","41.78046327","-87.6053081","POINT (-87.6053081 41.78046327)"
"2016","105768","Clarendon Shores","4750 N. Clarendon Avenue","60640","UPTOWN","Multifamily Housing","50,898","1959","1","37","1,074,851.7","5,040,122.3",,,,"120.1","170.3","129.4","178.9","465.8","9.2","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2016","174200","1313 West Randolph","1313 W. Randolph St.","60607","NEAR WEST SIDE","Multifamily Housing","110,387","1926","1","52","3,373,485","2,277,720.1",,,,"51.2","117.6","52.8","119.1","742.8","6.7","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2016","253992","(IL036) - Glenmoor Manor","1041-51 W. Glenlake","60660","Edgewater","Multifamily Housing","54,816","1969","1","98","699,067.6","1,629,801",,,,"42.5","71.3","44.5","73.4","215.4","3.9","41.9908772","-87.66777","POINT (-87.66777 41.9908772)"
"2016","254514","Willow Square Condo Association (Bldg 4)","2012 W St Paul Ave","60647","West Town","Multifamily Housing","70,400","1974","1","91","1,452,587.3","1,512,837",,,,"42.1","87.4","43.8","87.8","348.1","4.9","41.88425252","-87.63244776","POINT (-87.63244776 41.88425252)"
"2016","102644","Glenwood Apartments","6701 N Glenwood Ave","60626","ROGERS PARK","Multifamily Housing","54,770","1917","1","95","618,210","2,761,161.3",,,,"61.7","88.4","64.3","90","260.6","4.8","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","250120","Schwab-Sinai","1401 South California Avenue","60608","North Lawndale","Hospital (General Medical & Surgical)","177,370","2013","1","100","11,024,008.2","9,349,878.4",,,,"114.9","250.5","120.6","253.6","2,528.6","14.3","41.86251415","-87.69575915","POINT (-87.69575915 41.86251415)"
"2016","175760","7300 Venture, LLC","7300 S. South Shore Drive","60649","SOUTH SHORE","Multifamily Housing","102,570","1968","1","61","1,774,373.1","7,516,476.1",,,,"90.6","131.3",,,"726.3","7.1","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2016","238355","Museum Park Tower 1 Condominium Association","1322 S. Prairie Ave","60605","NEAR SOUTH SIDE","Multifamily Housing","279,381","2001","1","19","10,338,356.6","19,049,254.4",,,,"105.2","187.8","112.9","193.2","2,917.4","10.4","41.86523298","-87.62167499","POINT (-87.62167499 41.86523298)"
"2016","242633","530 North Lake Shore Drive","530 North Lake Shore Drive","60611","NEAR NORTH SIDE","Multifamily Housing","514,175","2003","1","86","9,972,467.4","19,899,002.1",,,,"58.1","101.5","62.3","104.6","2,895.1","5.6","41.89211944","-87.61494973","POINT (-87.61494973 41.89211944)"
"2016","172106","55 W. Chestnut Apartments","55 W. Chestnut St.","60642","NEAR NORTH SIDE","Multifamily Housing","205,000","1957","1","45","4,531,439.7","12,544,492.8",,,,"83.3","133.7","87.8","136.3","1,501.5","7.3","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","250176","Aviation Administration Building","10510 W Zemke Road","60666","OHARE","Office","166,041","1943","1","67","9,266,135.6","4,894,307.5",,,,"85.3","206.2","88.4","208","1,967.9","11.9","41.99489655","-87.88775165","POINT (-87.88775165 41.99489655)"
"2016","100393","Ford City Mall","7601 S Cicero Ave","60652","WEST LAWN","Enclosed Mall","864,923","1950","1",,"153,699,613.4","53,101,523.9",,,,"239.1","622.5","236.3","613.8","31,150.6","36","41.75582921","-87.73699268","POINT (-87.73699268 41.75582921)"
"2016","160067","InterContinental","505 N. Michigan Ave.","60611","NEAR NORTH SIDE","Hotel","715,161","1929","1","38","34,392,550.6","69,236,451.5",,,,"144.9","252.7","149.5","254.6","10,016.8","14","41.8912","-87.624091","POINT (-87.624091 41.8912)"
"2016","173935","Resubmit 2017 - 6920 S Crandon","6920 Crandon Ave","60649","SOUTH SHORE","Multifamily Housing","67,987","1964","1","84","1,855,077.1",,,,,"27.3","85.7","27.3","85.7","343","5","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2016","103692","333 South Wabash","333 S. Wabash","60604","LOOP","Office","1,274,198","1974","1","54","93,474,333.1","57,291,151.5",,,,"118.3","277.6","123.2","282.6","20,272.3","15.9","41.87740181","-87.62564302","POINT (-87.62564302 41.87740181)"
"2016","251328","John T. Richardson Library","2350 N. Kenmore","60614","LINCOLN PARK","College/University","187,000","1990","1",,"7,523,135.9","5,731,874.1",,,,"70.9","158.5","74.6","161.2","1,691.1","9","41.92500528","-87.65543416","POINT (-87.65543416 41.92500528)"
"2016","111695","399 Corporation","399 W. Fullerton Pkwy","60614","LINCOLN PARK","Multifamily Housing","129,735","1928","1","36","1,448,826.6","13,508,196.1",,,,"115.3","144.4","126.5","156.1","984.5","7.6","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","159800","Metropolitan Condominiums","5320 N Sheridan Road","60640","EDGEWATER","Multifamily Housing","370,000","1984","1","45","13,007,782.6","4,733,900.4",,,,"48","123.8","50.7","131.5","2,649","7.2","41.97927148","-87.65551373","POINT (-87.65551373 41.97927148)"
"2016","114200","The Park Astor Condominium","1515 N Astor","60610","NEAR NORTH SIDE","Multifamily Housing","107,200","1968","1","33","2,840,670.8","6,397,212.8",,,,"86.2","145.9","91.6","150.3","863.4","8.1","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","251655","Doolittle El-CPS","521 E 35th St","60616","DOUGLAS","K-12 School","186,448","1923","1","45","3,831,594.1","10,820,203.3",,,,"78.6","125.5","88","135.3","1,281","6.9","41.83075294","-87.61355279","POINT (-87.61355279 41.83075294)"
"2016","216479","1122 N Dearborn","1122 N Dearborn","60610","NEAR NORTH SIDE","Multifamily Housing","235,263","1999","1","66","5,584,451.1","11,058,599.9",,,,"70.7","123.9","76.1","128.6","1,616.7","6.9","41.90249434","-87.63034062","POINT (-87.63034062 41.90249434)"
"2016","172783","Fairfax","1369 E. Hyde Park Blvd.","60615","HYDE PARK","Multifamily Housing","120,120","1926","1","100","2,257,207.9","786,656",,,,"25.3","65.9","26.2","66.8","459.1","3.8","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","159573","The Patricians","401 - 411 W. Fullerton Parkway","60614","LINCOLN PARK","Multifamily Housing","189,852","1927","1","92","2,635,176.3","12,010,977.8",,,,"77.1","110","83.7","116.9","1,123.7","5.9","41.92527418","-87.63936489","POINT (-87.63936489 41.92527418)"
"2016","158133","353 North Clark","353 North Clark Street","60654","NEAR NORTH SIDE","Office","1,364,257","2009","1","85","89,058,454.5","8,755,804.7",,,"67,896","71.7","211.8","73","215.6","16,885.5","12.4","41.88886543","-87.6302742","POINT (-87.6302742 41.88886543)"
"2016","158236","Renaissance Chicago Downtown","1 W Wacker Drive","60601","LOOP","Hotel","550,000","1991","1","26","30,180,767.5","40,956,154.4",,,,"129.3","250.5","132.5","251.2","7,738.3","14.1","41.88630552","-87.62834571","POINT (-87.62834571 41.88630552)"
"2016","235845","The Elm at Clark","1122 N Clark St","60610","NEAR NORTH SIDE","Multifamily Housing","356,786","1989","1","36","12,321,445.1","17,789,743.6",,,,"84.4","160.8","91","167.7","3,216","9","41.90237775","-87.63184484","POINT (-87.63184484 41.90237775)"
"2016","106025","Holiday Inn express Cass hotel","640 N. Wabash","60611","NEAR NORTH SIDE","Hotel","85,000","1920","1",,"3,705,353.5",,,,,,,,,,,"41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","250175","Catalpa Gardens Condominium Association","1122 W. Catalpa Avenue","60640","EDGEWATER","Multifamily Housing","163,945","2007","1","18","5,891,674.4","12,074,711.8",,,,"109.6","190.2","116.5","195.3","1,727.3","10.5","41.98242681","-87.65910015","POINT (-87.65910015 41.98242681)"
"2016","234740","Lakeside Tower Condo Association","1600 S Indiana Ave","60616","NEAR SOUTH SIDE","Multifamily Housing","243,000","2006","1","3","12,997,683","7,389,625.9",,,,"83.9","199.9","87.2","204.6","2,788.2","11.5","41.85995405","-87.62288793","POINT (-87.62288793 41.85995405)"
"2016","252056","Rosenwald Hall and Walker Museum","1115-25 East 58th Street","60637","HYDE PARK","Office","102,569","1893","2",,"2,295,281.1",,"3,311,129.1",,,"54.7","109.1","57.4","112.4","642.9","6.3","41.78900616","-87.59865492","POINT (-87.59865492 41.78900616)"
"2016","137657","Union Park Lofts Condominium Association","1327 W. Washington Blvd.","60607","NEAR WEST SIDE","Multifamily Housing","100,200","2006","1","99","1,397,804.3","2,247,042.6",,,,"36.4","67.4","38.4","68.1","377","3.8","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2016","251996","Prairie Pointe at Central Station Condominiums","1600 S. Prairie Ave.","60616","NEAR SOUTH SIDE","Multifamily Housing","358,000","2006","1","100","5,952,636.6",,,,,"16.6","52.2","16.1","50.5","1,097.2","3.1","41.85994896","-87.62127871","POINT (-87.62127871 41.85994896)"
