"Building ID","Address","Zip","Cohort - Sector","Cohort - Size","Verification Year","Community Area Name","Community Area Number","Ward","Latitude","Longitude","Location"
"223537","5348-5358 N Cumberland Ave","60656","Residential","> 50,000 Sq Ft","2025","Ohare","76","41","41.97645","-87.83665","(41.97645, -87.83665)"
"242236","1550 S Blue Island Ave","60608","Residential","> 250,000 Sq F","2024","Near West Side","28","25","41.86061","-87.6597","(41.86061, -87.6597)"
"131155","217 221 N Jefferson St","60661","Commercial","> 50,000 Sq Ft","2025","Near West Side","28","42","41.88321","-87.64337","(41.88321, -87.64337)"
"252058","915 E 60th St","60637","Commercial","> 50,000 Sq Ft","2027","Woodlawn","42","20","41.78585","-87.60382","(41.78585, -87.60382)"
"251611","8050 S Chappel Ave","60617","Municipal","> 50,000 Sq Ft","2025","South Chicago","46","8","41.74856","-87.5751","(41.74856, -87.5751)"
"128800","155 E Superior St","60611","Commercial","> 50,000 Sq Ft","2026","Near North Side","8","42","41.89555","-87.62318","(41.89555, -87.62318)"
"251473","6634 W Raven St","60631","Municipal","> 50,000 Sq Ft","2025","Norwood Park","10","41","41.99415","-87.79251","(41.99415, -87.79251)"
"147738","437  W Division St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","27","41.90375","-87.63559","(41.90375, -87.63559)"
"251718","4728 N Wolcott Ave","60640","Municipal","> 50,000 Sq Ft","2025","Lincoln Square","4","47","41.96819","-87.67665","(41.96819, -87.67665)"
"250101","2140 N Clark St","60614","Residential","> 50,000 Sq Ft","2027","Lincoln Park","7","43","41.92119","-87.63816","(41.92119, -87.63816)"
"119914","8411 S Holland Rd","60620","Commercial","> 250,000 Sq Ft","2026","Chatham","44","21","41.74033","-87.63114","(41.74033, -87.63114)"
"251685","6350 S Stewart St","60621","Commercial","> 50,000 Sq Ft","2025","Englewood","68","20","41.77834","-87.63556","(41.77834, -87.63556)"
"256745","4071 N Oak Park Ave","60634","Commercial","> 50,000 Sq Ft","2027","Dunning","17","38","41.93992","-87.80117","(41.93992, -87.80117)"
"260078","1626  W 87th St","60620","Residential","> 50,000 Sq Ft","2025","Auburn Gresham","71","21","41.74023","-87.65353","(41.74023, -87.65353)"
"251715","55 W Cermak Rd","60616","Municipal","> 50,000 Sq Ft","2025","Near South Side","33","3","41.8519","-87.62876","(41.8519, -87.62876)"
"256674","1259 N Wood Street","60622","Residential","> 50,000 Sq Ft","2026","West Town","24","1","41.88425","-87.63245","(41.88425, -87.63245)"
"116716","1819 S Michigan Ave","60616","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.8455","-87.63056","(41.8455, -87.63056)"
"255743","730 South Clark Street","60605","Residential","> 250,000 Sq F","2025","Loop","32","4","41.86815","-87.62702","(41.86815, -87.62702)"
"252259","4536-40 N Magnolia Ave","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.96422","-87.66098","(41.96422, -87.66098)"
"103798","844 W Rush St","60611","Commercial","> 250,000 Sq Ft","2027","Near North Side","8","42","41.89798","-87.62623","(41.89798, -87.62623)"
"119685","216  E Ontario St","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89579","-87.62248","(41.89579, -87.62248)"
"158184","33 W Monroe St","60603","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.88039","-87.62879","(41.88039, -87.62879)"
"251243","333 N Jefferson St","60661","Residential","> 50,000 Sq Ft","2025","Near West Side","28","42","41.88785","-87.6424","(41.88785, -87.6424)"
"159418","3001 S King Dr","60616","Residential","> 250,000 Sq F","2027","Douglas","35","4","41.8392","-87.61662","(41.8392, -87.61662)"
"255090","7122 S Jeffery Blvd","60649","Commercial","> 50,000 Sq Ft","2025","South Shore","43","5","41.75922","-87.56185","(41.75922, -87.56185)"
"116413","2108  S Princeton Ave","60616","Residential","> 50,000 Sq Ft","2025","Armour Square","34","25","41.8455","-87.63056","(41.8455, -87.63056)"
"175441","2520 S Western Ave","60608","Commercial","> 50,000 Sq Ft","2025","Lower West Side","31","25","41.84567","-87.68587","(41.84567, -87.68587)"
"103661","980 N Michigan Ave","60611","Commercial","> 250,000 Sq Ft","2027","Near North Side","8","42","41.90056","-87.62421","(41.90056, -87.62421)"
"260008","2731 2739 N Milwaukee Ave","60647","Residential","> 50,000 Sq Ft","2027","Logan Square","22","35","41.92075","-87.70153","(41.92075, -87.70153)"
"116876","3720  W Armitage Ave","60647","Residential","> 50,000 Sq Ft","2025","Logan Square","22","26","41.92075","-87.70153","(41.92075, -87.70153)"
"173632","7 W Madison St","60602","Residential","> 50,000 Sq Ft","2024","Loop","32","42","41.88201","-87.62822","(41.88201, -87.62822)"
"172613","2720 2730 N Greenview Ave","60614","Residential","> 50,000 Sq Ft","2027","Lincoln Park","7","32","41.92201","-87.65462","(41.92201, -87.65462)"
"175981","860 W Evergreen Ave","60642","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","27","41.90611","-87.65013","(41.90611, -87.65013)"
"260086","5541  S Everett Ave","60637","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","5","41.78046","-87.60531","(41.78046, -87.60531)"
"250095","6360 S Minerva Ave","60637","Residential","> 50,000 Sq Ft","2027","Woodlawn","42","20","41.77908","-87.5967","(41.77908, -87.5967)"
"256408","320 E Superior Street","60611","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","2","41.89837","-87.62282","(41.89837, -87.62282)"
"174215","3711  S Vincennes Ave","60653","Residential","> 250,000 Sq F","2025","Oakland","36","4","41.82021","-87.61247","(41.82021, -87.61247)"
"256805","6800 N Western Ave","60645","Residential","> 50,000 Sq Ft","2026","West Ridge","2","50","42.01223","-87.69301","(42.01223, -87.69301)"
"251444","12302 S State St","60628","Municipal","> 50,000 Sq Ft","2025","West Pullman","53","9","41.67002","-87.62319","(41.67002, -87.62319)"
"251217","3200 N Lake Shore Dr","60657","Residential","> 250,000 Sq F","2027","Lake View","6","44","41.94064","-87.63958","(41.94064, -87.63958)"
"254075","601 W Jackson","60661","Residential","> 50,000 Sq Ft","2025","Near West Side","28","42","41.88321","-87.64337","(41.88321, -87.64337)"
"256833","145 South Wells","60606","Commercial","> 50,000 Sq Ft","2025","Loop","32","42","41.88425","-87.63245","(41.88425, -87.63245)"
"175218","5200  S Ellis Ave","60615","Residential","> 50,000 Sq Ft","2025","Hyde Park","41","5","41.80224","-87.60333","(41.80224, -87.60333)"
"116644","60  E 36th Pl","60653","Residential","> 50,000 Sq Ft","2025","Douglas","35","3","41.82021","-87.61247","(41.82021, -87.61247)"
"175984","1140  N Lasalle St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","27","41.90375","-87.63559","(41.90375, -87.63559)"
"104838","421  W Barry Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"105858","546 550 W Arlington Pl","60614","Residential","> 50,000 Sq Ft","2026","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"106113","721 729 W Sheridan Rd","60613","Residential","> 50,000 Sq Ft","2025","Lake View","6","46","41.95402","-87.66203","(41.95402, -87.66203)"
"254060","1524 S Sangamon St","60608","Residential","> 250,000 Sq F","2027","Near West Side","28","11","41.8493","-87.67088","(41.8493, -87.67088)"
"117179","3318  N Lake Shore Dr","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"256819","100 South State Street","60603","Commercial","> 50,000 Sq Ft","2025","Loop","32","34","41.88425","-87.63245","(41.88425, -87.63245)"
"250046","600 S State St","60605","Municipal","> 250,000 Sq Ft","2025","Loop","32","4","41.87429","-87.62766","(41.87429, -87.62766)"
"251700","4540 N Hamlin Ave","60625","Municipal","> 50,000 Sq Ft","2025","Albany Park","14","35","41.96373","-87.72366","(41.96373, -87.72366)"
"102363","2501 W Addison St","60618","Municipal","> 250,000 Sq Ft","2025","North Center","5","47","41.94499","-87.69078","(41.94499, -87.69078)"
"251457","10041 S Union Ave","60628","Municipal","> 50,000 Sq Ft","2025","Washington Heights","73","34","41.71106","-87.6402","(41.71106, -87.6402)"
"251385","1630 W Barry Ave","60657","Municipal","> 50,000 Sq Ft","2025","Lake View","6","32","41.93813","-87.66982","(41.93813, -87.66982)"
"174206","1300  N State Pkwy","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.90375","-87.63559","(41.90375, -87.63559)"
"251623","5600 W Iowa St","60651","Municipal","> 50,000 Sq Ft","2027","Austin","25","29","41.8967","-87.76557","(41.8967, -87.76557)"
"174247","421  E 62nd St","60637","Residential","> 250,000 Sq F","2026","Woodlawn","42","20","41.78046","-87.60531","(41.78046, -87.60531)"
"101751","7500  S South Shore Dr","60649","Residential","> 50,000 Sq Ft","2025","South Shore","43","7","41.76259","-87.57232","(41.76259, -87.57232)"
"175898","3622 S State St","60609","Residential","> 50,000 Sq Ft","2027","Douglas","35","3","41.81195","-87.65513","(41.81195, -87.65513)"
"256425","3255 S Dearborn Street","60616","Commercial","> 50,000 Sq Ft","2025","Douglas","35","3","41.84233","-87.62715","(41.84233, -87.62715)"
"236480","5855 N Sheridan Rd","60660","Residential","> 250,000 Sq F","2027","Edgewater","77","48","41.98885","-87.6547","(41.98885, -87.6547)"
"174204","1209 W Arthur Ave","60626","Residential","> 50,000 Sq Ft","2027","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"253958","523 S Plymouth Ct","60605","Residential","> 50,000 Sq Ft","2025","Loop","32","4","41.86842","-87.62414","(41.86842, -87.62414)"
"256410","300 E Superior Street","60611","Commercial","> 250,000 Sq Ft","2027","Near North Side","8","2","41.89837","-87.62282","(41.89837, -87.62282)"
"102032","450  W Briar Pl","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"251544","3826 W 58th St","60629","Municipal","> 50,000 Sq Ft","2025","West Elsdon","62","23","41.78841","-87.71973","(41.78841, -87.71973)"
"257085","6044 N Winthrop Ave","60660","Residential","> 50,000 Sq Ft",,"Edgewater","77","48","41.99106","-87.6676","(41.99106, -87.6676)"
"100533","6201 S Stewart Ave","60621","Municipal","> 50,000 Sq Ft","2025","Englewood","68","20","41.78206","-87.63427","(41.78206, -87.63427)"
"256543","360 W Erie Street","60654","Residential","> 50,000 Sq Ft","2025","Near North Side","8","42","41.89293","-87.63511","(41.89293, -87.63511)"
"175725","7707  W Irving Park Rd","60634","Residential","> 50,000 Sq Ft","2025","Dunning","17","38","41.9453","-87.80187","(41.9453, -87.80187)"
"250151","244 E Pearson St","60611","Residential","> 50,000 Sq Ft","2025","Near North Side","8","2","41.89796","-87.61992","(41.89796, -87.61992)"
"158743","4344 4360 N Broadway","60613","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.96139","-87.65532","(41.96139, -87.65532)"
"102838","13550  S Avenue O","60633","Commercial","> 50,000 Sq Ft","2025","Hegewisch","55","10","41.6514","-87.54583","(41.6514, -87.54583)"
"165143","1601 N Clark St","60614","Commercial","> 250,000 Sq Ft","2025","Lincoln Park","7","43","41.912","-87.63151","(41.912, -87.63151)"
"103871","111 S Peoria St","60607","Residential","> 250,000 Sq F","2025","Near West Side","28","27","41.87399","-87.65168","(41.87399, -87.65168)"
"257221","1529 N Fremont St","60642","Residential","> 50,000 Sq Ft",,"Near North Side","8","2","41.89983","-87.66192","(41.89983, -87.66192)"
"257173","24 East Washington Street","60602","Commercial","> 250,000 Sq Ft","2027","Loop","32","34","41.88292","-87.6294","(41.88292, -87.6294)"
"156876","60 W Walton St","60610","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","2","41.90002","-87.63061","(41.90002, -87.63061)"
"240573","70 W Burton Pl","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.90967","-87.63126","(41.90967, -87.63126)"
"115231","1209 1213 W Sherwin Ave","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"174249","3250 W 87th St","60652","Commercial","> 50,000 Sq Ft","2025","Ashburn","70","18","41.73514","-87.70615","(41.73514, -87.70615)"
"257127","3821 N Ashland Ave","60613","Residential","> 50,000 Sq Ft","2025","Lake View","6","47","41.95459","-87.67062","(41.95459, -87.67062)"
"160280","118 E Erie St","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89444","-87.62464","(41.89444, -87.62464)"
"101557","2 E 8th St","60605","Residential","> 250,000 Sq F","2025","Loop","32","4","41.87183","-87.62723","(41.87183, -87.62723)"
"173870","1061  W Rosemont Ave","60660","Residential","> 50,000 Sq Ft","2025","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"172151","6045 S Kenwood Ave","60637","Commercial","> 50,000 Sq Ft","2027","Woodlawn","42","20","41.78471","-87.59261","(41.78471, -87.59261)"
"173488","8734 W Catalpa","60656","Commercial","> 50,000 Sq Ft","2027","Ohare","76","41","41.97919","-87.84485","(41.97919, -87.84485)"
"157100","1611  W Division St","60622","Residential","> 50,000 Sq Ft","2025","West Town","24","1","41.90225","-87.68448","(41.90225, -87.68448)"
"252104","2650 W Bradley Pl","60618","Commercial","> 250,000 Sq Ft","2024","North Center","5","47","41.94948","-87.6937","(41.94948, -87.6937)"
"163996","2145 N Halsted St","60614","Commercial","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.9214","-87.64783","(41.9214, -87.64783)"
"105454","530  W Arlington Pl","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"254567","545 Mcclurg Ct","60611","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89535","-87.62273","(41.89535, -87.62273)"
"160422","505 N State St","60654","Residential","> 50,000 Sq Ft","2027","Near North Side","8","42","41.89109","-87.62752","(41.89109, -87.62752)"
"120010","1001 N Crosby","60610","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","27","41.90074","-87.64379","(41.90074, -87.64379)"
"160105","71 E Wacker Dr","60601","Residential","> 250,000 Sq F","2025","Loop","32","42","41.88737","-87.62565","(41.88737, -87.62565)"
"256815","2480 N Milwaukee Ave","60647","Residential","> 250,000 Sq F","2027","Logan Square","22","32","41.92103","-87.69138","(41.92103, -87.69138)"
"256884","633 S Lasalle St","60605","Residential","> 50,000 Sq Ft",,"Loop","32","34","41.86926","-87.62626","(41.86926, -87.62626)"
"158526","540 N Michigan Ave","60611","Residential","> 250,000 Sq F","2025","Near North Side","8","42","41.89213","-87.62486","(41.89213, -87.62486)"
"141031","4101 4123 N Sheridan Rd","60613","Residential","> 50,000 Sq Ft","2027","Uptown","3","46","41.95402","-87.66203","(41.95402, -87.66203)"
"161053","1000 - 1008 W Loyola Ave","60626","Residential","> 50,000 Sq Ft","2027","Rogers Park","1","49","42.00188","-87.65659","(42.00188, -87.65659)"
"250045","6220 S Stony Island Ave","60637","Municipal","> 250,000 Sq Ft","2025","Woodlawn","42","5","41.78217","-87.58726","(41.78217, -87.58726)"
"120137","1300 S Clinton St","60607","Commercial","> 50,000 Sq Ft","2025","Near West Side","28","11","41.86476","-87.64065","(41.86476, -87.64065)"
"252077","5050 S Homan Ave","60632","Commercial","> 50,000 Sq Ft","2025","Gage Park","63","14","41.80165","-87.7087","(41.80165, -87.7087)"
"172289","1214 1222 W Madison St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","25","41.88196","-87.65796","(41.88196, -87.65796)"
"134727","2451 W Touhy Ave","60645","Commercial","> 50,000 Sq Ft","2027","West Ridge","2","50","42.01176","-87.69201","(42.01176, -87.69201)"
"105790","5046 5052 N Sheridan Rd","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","48","41.97478","-87.65502","(41.97478, -87.65502)"
"100947","7131 7143 S Yates Blvd","60649","Residential","> 50,000 Sq Ft","2027","South Shore","43","7","41.76259","-87.57232","(41.76259, -87.57232)"
"102532","2320 E 93rd St","60617","Commercial","> 250,000 Sq Ft","2027","Calumet Heights","48","7","41.72674","-87.56695","(41.72674, -87.56695)"
"251717","5437 W 64th Pl","60629","Municipal","> 50,000 Sq Ft","2027","West Elsdon","62","13","41.77534","-87.75781","(41.77534, -87.75781)"
"112530","4240 4248 N Clarendon Ave","60613","Residential","> 50,000 Sq Ft","2027","Uptown","3","46","41.95402","-87.66203","(41.95402, -87.66203)"
"127877","7510 - 7578 N Western Ave","60645","Commercial","> 50,000 Sq Ft","2027","West Ridge","2","50","42.01799","-87.69084","(42.01799, -87.69084)"
"160264","365 N Halsted St","60661","Residential","> 250,000 Sq F","2025","West Town","24","42","41.8883","-87.64749","(41.8883, -87.64749)"
"252218","343 W. Erie St","60654","Commercial","> 50,000 Sq Ft","2025","Near North Side","8","42","41.8939","-87.63774","(41.8939, -87.63774)"
"175740","17  N Loomis St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","27","41.87399","-87.65168","(41.87399, -87.65168)"
"106159","101 113 W Division St","60610","Residential","> 50,000 Sq Ft","2027","Near North Side","8","27","41.90375","-87.63559","(41.90375, -87.63559)"
"160438","155 N Wacker Dr","60606","Commercial","> 250,000 Sq Ft","2027","Loop","32","42","41.88466","-87.63681","(41.88466, -87.63681)"
"251908","1420 W 17th St","60608","Municipal","> 50,000 Sq Ft","2027","Lower West Side","31","25","41.85903","-87.66243","(41.85903, -87.66243)"
"116536","4101  S Calumet Ave","60653","Residential","> 50,000 Sq Ft","2025","Grand Boulevard","38","3","41.82021","-87.61247","(41.82021, -87.61247)"
"256552","4758 N Laramie Ave","60630","Residential","> 50,000 Sq Ft","2025","Portage Park","15","45","41.9742","-87.75709","(41.9742, -87.75709)"
"228537","201 E Chestnut St","60611","Residential","> 50,000 Sq Ft","2027","Near North Side","8","2","41.8981","-87.62158","(41.8981, -87.62158)"
"160283","345 E Ohio St","60611","Residential","> 250,000 Sq F","2025","Near North Side","8","42","41.89225","-87.61909","(41.89225, -87.61909)"
"256784","450 W Belmont Ave","60657","Residential","> 50,000 Sq Ft","2027","Lake View","6","44","41.93956","-87.66848","(41.93956, -87.66848)"
"254347","1900 W Jackson Blvd","60612","Commercial","> 250,000 Sq Ft","2025","Near West Side","28","27","41.87687","-87.68381","(41.87687, -87.68381)"
"251266","363 W Erie St","60654","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","42","41.89372","-87.63816","(41.89372, -87.63816)"
"240215","757 N Orleans St","60654","Residential","> 250,000 Sq F","2024","Near North Side","8","42","41.89627","-87.63667","(41.89627, -87.63667)"
"254367","350 E South Water St","60601","Commercial","> 50,000 Sq Ft","2025","Loop","32","42","41.88582","-87.62537","(41.88582, -87.62537)"
"251770","8420 W Bryn Mawr Ave","60631","Commercial","> 50,000 Sq Ft","2027","Ohare","76","41","41.98113","-87.83785","(41.98113, -87.83785)"
"175223","833 857 W Fulton Market","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","27","41.87399","-87.65168","(41.87399, -87.65168)"
"159733","4827 N Sheridan Rd","60640","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.96968","-87.65441","(41.96968, -87.65441)"
"257218","1609 W 21st Pl","60608","Residential","> 50,000 Sq Ft",,"Lower West Side","31","25","41.85235","-87.66698","(41.85235, -87.66698)"
"251537","2332 S Western Ave","60608","Municipal","> 50,000 Sq Ft","2025","Lower West Side","31","25","41.84925","-87.68697","(41.84925, -87.68697)"
"250080","3030 W 21st Pl","60623","Residential","> 250,000 Sq F","2027","South Lawndale","30","24","41.85332","-87.70145","(41.85332, -87.70145)"
"115784","7455 7469 N Greenview Ave","60626","Residential","> 50,000 Sq Ft","2025","Rogers Park","1","49","42.01036","-87.6683","(42.01036, -87.6683)"
"250039","801 E 133rd Pl","60827","Municipal","> 50,000 Sq Ft","2025","Riverdale","54","9","41.65255","-87.60176","(41.65255, -87.60176)"
"251521","2712 S Sawyer Ave","60623","Municipal","> 50,000 Sq Ft","2025","South Lawndale","30","22","41.84204","-87.70654","(41.84204, -87.70654)"
"251625","3252 N Broadway Ave","60657","Municipal","> 50,000 Sq Ft","2025","Lake View","6","44","41.94159","-87.64475","(41.94159, -87.64475)"
"251992","11555 W Touhy Ave","60666","Commercial","> 250,000 Sq Ft","2027","Ohare","76","41","42.00838","-87.90556","(42.00838, -87.90556)"
"254573","3753 3755 S Cottage Grove Ave","60653","Residential","> 50,000 Sq Ft","2025","Oakland","36","4","41.81571","-87.61826","(41.81571, -87.61826)"
"175728","808 812 W Junior Ter","60613","Residential","> 50,000 Sq Ft","2025","Uptown","3","46","41.95402","-87.66203","(41.95402, -87.66203)"
"243692","5445 N Sheridan Rd","60640","Residential","> 250,000 Sq F","2025","Edgewater","77","48","41.98109","-87.65453","(41.98109, -87.65453)"
"257203","750 N Avers Ave","60624","Residential","> 50,000 Sq Ft",,"Humboldt Park","23","37","41.88078","-87.7232","(41.88078, -87.7232)"
"175272","401 417 E Oakwood Blvd","60653","Residential","> 50,000 Sq Ft","2025","Grand Boulevard","38","3","41.82021","-87.61247","(41.82021, -87.61247)"
"254164","6515 N Kenmore Ave","60660","Commercial","> 50,000 Sq Ft","2027","Rogers Park","1","49","42.00095","-87.65816","(42.00095, -87.65816)"
"251446","7316 S Hoyne Ave","60636","Municipal","> 50,000 Sq Ft","2025","West Englewood","67","17","41.76065","-87.67681","(41.76065, -87.67681)"
"113507","1540 N Lasalle St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","27","41.91024","-87.63364","(41.91024, -87.63364)"
"115316","5858  N Sheridan Rd","60660","Residential","> 50,000 Sq Ft","2027","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"158739","4334 N Hazel St","60613","Residential","> 250,000 Sq F","2027","Uptown","3","46","41.9613","-87.65304","(41.9613, -87.65304)"
"101471","701 709 W Brompton Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","46","41.93985","-87.65845","(41.93985, -87.65845)"
"255008","3030 N Broadway","60657","Commercial","> 250,000 Sq Ft","2025","Lake View","6","44","41.9373","-87.64435","(41.9373, -87.64435)"
"251898","8445 S Kolin Ave","60652","Municipal","> 50,000 Sq Ft","2025","Ashburn","70","18","41.73937","-87.73004","(41.73937, -87.73004)"
"103965","447 457 W Wellington Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"252284","2600 N Southport Ave","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","32","41.92906","-87.66341","(41.92906, -87.66341)"
"251443","7401 S Dorchester","60619","Municipal","> 50,000 Sq Ft","2025","South Shore","43","8","41.76045","-87.59079","(41.76045, -87.59079)"
"254181","1414 E 59th St","60637","Residential","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.88425","-87.63245","(41.88425, -87.63245)"
"159924","1649 E 50th Pl","60615","Residential","> 50,000 Sq Ft","2025","Kenwood","39","5","41.80405","-87.58443","(41.80405, -87.58443)"
"116720","1400  S Indiana Ave","60605","Commercial","> 50,000 Sq Ft","2025","Near South Side","33","3","41.86863","-87.62731","(41.86863, -87.62731)"
"175872","230 W North Ave","60610","Commercial","> 250,000 Sq Ft","2027","Lincoln Park","7","2","41.91154","-87.63617","(41.91154, -87.63617)"
"251587","6121 S Hermitage Ave","60636","Municipal","> 50,000 Sq Ft",,"West Englewood","67","15","41.78247","-87.66708","(41.78247, -87.66708)"
"103682","4624  S Ellis Ave","60653","Residential","> 50,000 Sq Ft","2025","Kenwood","39","4","41.82021","-87.61247","(41.82021, -87.61247)"
"119422","913 949 W North Ave","60642","Commercial","> 250,000 Sq Ft","2025","Near North Side","8","27","41.91084","-87.65176","(41.91084, -87.65176)"
"254009","1120 1126 E 47th St","60653","Residential","> 50,000 Sq Ft","2025","Kenwood","39","4","41.82023","-87.61187","(41.82023, -87.61187)"
"160246","6415 S Calumet Ave","60637","Residential","> 250,000 Sq F","2025","Greater Grand Crossing","69","20","41.7775","-87.61709","(41.7775, -87.61709)"
"254151","1430 N Astor St","60610","Residential","> 50,000 Sq Ft","2025","Near North Side","8","43","41.90868","-87.62773","(41.90868, -87.62773)"
"251665","1518 W Granville Ave","60660","Municipal","> 50,000 Sq Ft","2025","Edgewater","77","48","41.99476","-87.66824","(41.99476, -87.66824)"
"252070","4700 S Lake Park Ave","60615","Residential","> 50,000 Sq Ft","2025","Kenwood","39","4","41.80933","-87.59248","(41.80933, -87.59248)"
"160373","360 W Hubbard St","60654","Residential","> 250,000 Sq F","2027","Near North Side","8","42","41.89043","-87.63864","(41.89043, -87.63864)"
"100851","600 W Chicago","60654","Commercial","> 250,000 Sq Ft","2025","Near North Side","8","27","41.8965","-87.64288","(41.8965, -87.64288)"
"257048","166 N Aberdeen St","60607","Residential","> 50,000 Sq Ft","2025","Near West Side","28","27","41.88321","-87.65877","(41.88321, -87.65877)"
"251776","271 N Albany Ave","60612","Residential","> 50,000 Sq Ft","2025","East Garfield Park","27","27","41.8862","-87.70331","(41.8862, -87.70331)"
"175347","8001 - 8007 S Cottage Grove Ave","60619","Commercial","> 50,000 Sq Ft","2024","Chatham","44","8","41.74909","-87.60477","(41.74909, -87.60477)"
"243920","1030 N State St","60610","Residential","> 250,000 Sq F","2027","Near North Side","8","2","41.90159","-87.6289","(41.90159, -87.6289)"
"135740","211 221 W Lake St","60606","Residential","> 250,000 Sq F","2026","Loop","32","42","41.88232","-87.6371","(41.88232, -87.6371)"
"112801","5740  N Sheridan Rd","60660","Residential","> 50,000 Sq Ft","2026","Edgewater","77","48","41.9909","-87.66661","(41.9909, -87.66661)"
"124911","3131 N Clark St","60657","Commercial","> 50,000 Sq Ft","2026","Lake View","6","44","41.93917","-87.64963","(41.93917, -87.64963)"
"159002","1000 E 111th St","60628","Commercial","> 50,000 Sq Ft","2025","Pullman","50","9","41.69443","-87.59919","(41.69443, -87.59919)"
"125859","730 N Michigan Ave","60611","Commercial","> 50,000 Sq Ft","2027","Near North Side","8","42","41.89603","-87.62431","(41.89603, -87.62431)"
"254527","6321 S Cottage Grove Ave","60637","Residential","> 50,000 Sq Ft","2026","Woodlawn","42","20","41.7804","-87.6027","(41.7804, -87.6027)"
"111837","400 414 W Deming Pl","60614","Residential","> 50,000 Sq Ft","2025","Lincoln Park","7","43","41.92201","-87.65462","(41.92201, -87.65462)"
"175255","420  W Melrose St","60657","Residential","> 50,000 Sq Ft","2026","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"103052","825 835 W Cornelia Ave","60657","Residential","> 50,000 Sq Ft","2025","Lake View","6","44","41.93985","-87.65845","(41.93985, -87.65845)"
"232666","600 S Dearborn St","60605","Residential","> 250,000 Sq F","2027","Loop","32","4","41.87404","-87.62945","(41.87404, -87.62945)"
"106236","5131 S Linder Ave","60638","Municipal","> 50,000 Sq Ft","2025","Garfield Ridge","56","14","41.79952","-87.75999","(41.79952, -87.75999)"
"251434","6006 S Peoria St","60621","Municipal","> 50,000 Sq Ft","2025","Englewood","68","16","41.78449","-87.64768","(41.78449, -87.64768)"
"251441","4747 S Marshfield Ave","60609","Municipal","> 50,000 Sq Ft","2025","New City","61","20","41.80741","-87.66572","(41.80741, -87.66572)"
"156696","1307 1313 S Wabash Ave","60605","Residential","> 50,000 Sq Ft","2025","Near South Side","33","3","41.86863","-87.62731","(41.86863, -87.62731)"
"175824","6140  S Drexel Ave","60637","Residential","> 50,000 Sq Ft","2025","Woodlawn","42","20","41.78046","-87.60531","(41.78046, -87.60531)"
"251287","8101 W Higgins Rd","60631","Residential","> 50,000 Sq Ft","2027","Norwood Park","10","41","41.98515","-87.83015","(41.98515, -87.83015)"
"158873","5801 5811 S Dorchester Ave","60637","Residential","> 50,000 Sq Ft","2027","Hyde Park","41","5","41.78926","-87.59119","(41.78926, -87.59119)"
