"OSEBuildingID","DataYear","BuildingName","BuildingType","TaxParcelIdentificationNumber","Address","City","State","ZipCode","Latitude","Longitude","Neighborhood","CouncilDistrictCode","YearBuilt","NumberofFloors","NumberofBuildings","PropertyGFATotal","PropertyGFABuildings","PropertyGFAParking","SelfReportGFATotal","SelfReportGFABuildings","SelfReportParking","ENERGYSTARScore","SiteEUIWN(kBtu/sf)","SiteEUI(kBtu/sf)","SiteEnergyUse(kBtu)","SiteEnergyUseWN(kBtu)","SourceEUIWN(kBtu/sf)","SourceEUI(kBtu/sf)","EPAPropertyType","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","Electricity(kWh)","SteamUse(kBtu)","NaturalGas(therms)","ComplianceStatus","ComplianceIssue","Electricity(kBtu)","NaturalGas(kBtu)","TotalGHGEmissions","GHGEmissionsIntensity","Demolished"
"26881","2019","LAURELHURST CONDOMINIUM","Multifamily MR (5-9)","4217900000","4545 SAND POINT WAY NE","SEATTLE","WA","98105","47.66208","-122.28664","NORTHEAST","4","1968","8","1","143,960","115,168","28,792","99,103","72,662","26,441","97","35.90000153","35.59999847","2,785,419","2,812,036","81.30000305","80.5","Multifamily MR (5-9)","Multifamily Housing","78,349","Parking","34,610","NA",,"566,856",,"8,513","Compliant","No Issue","1,934,114","851,305","56.3","0.49","false"
"26883","2019","WASHINGTON HALL","NonResidential","4226900030","153 14TH AVE","SEATTLE","WA","98122","47.60285","-122.31458","CENTRAL","3","1908","3","1","25,864","25,864","0","23,660","23,660","0",,"56.59999847","55.20000076","1,201,389","1,233,794","84.80000305","83","Social/Meeting Hall","Social/Meeting Hall","13,364","Office","8,420","NA",,"91,634",,"8,887","Compliant","No Issue","312,655","888,734","48.9","1.89","false"
"26898","2019","THE BARCLAY","Multifamily LR (1-4)","8823902055","4747 16TH AVE NE","SEATTLE","WA","98105","47.66455","-122.31115","NORTHEAST","4","1979","3","1","36,300","36,300","0","36,300","36,300","0","97","19.20000076","19","688,153","697,634","53.79999924","53.09999847","Multifamily LR (1-4)","Multifamily Housing","36,300","NA",,"NA",,"201,686",,,"Not Compliant","Account Requires Verification","688,153",,"4","0.11","false"
"26902","2019","ALPHA CHI OMEGA SORORITY","Multifamily LR (1-4)","8823902370","4545 17TH AVE NE","SEATTLE","WA","98105","47.66252","-122.31005","NORTHEAST","4","1956","3","1","20,008","20,008","0","20,008","20,008","0",,"71.5","70.09999847","1,403,002","1,430,538","103.9000015","102.1999969","College/University","College/University","20,008","NA",,"NA",,"95,695",,"10,765","Compliant","No Issue","326,511","1,076,491","58.9","2.95","false"
"26905","2019","KAPPA ALPHA THETA SORORITY","NonResidential","8823902405","4521 17TH AVE NE","SEATTLE","WA","98105","47.66192","-122.30998","NORTHEAST","4","1924","3","1","20,686","20,686","0","20,686","20,686","0",,"64.69999695","63.29999924","1,309,962","1,338,390","105","103.3000031","Other - Lodging/Residential","Other - Lodging/Residential","20,686","NA",,"NA",,"127,357",,"8,754","Compliant","No Issue","434,543","875,419","48.9","2.36","false"
"26906","2019","PHI GAMMA DELTA FRATERNITY","NonResidential","8823902415","4503 17TH AVE NE","SEATTLE","WA","98105","47.6617","-122.31007","NORTHEAST","4","1929","3","1","22,124","22,124","0","22,124","22,124","0","84","29.89999962","29.89999962","661,594","661,594","83.69999695","83.69999695","Residence Hall/Dormitory","Residence Hall/Dormitory","22,124","NA",,"NA",,"193,902",,,"Compliant","No Issue","661,594",,"3.8","0.17","false"
"26907","2019","WASHINGTON SQUARE","Multifamily LR (1-4)","8823902435","4504 16TH AVE NE","SEATTLE","WA","98105","47.66152","-122.31046","NORTHEAST","4","1988","4","1","52,250","34,795","17,455","54,667","36,112","18,555","98","29.5","29.20000076","1,053,988","1,065,591","82.59999847","81.69999695","Multifamily LR (1-4)","Multifamily Housing","36,112","Parking","18,255","NA",,"308,906",,,"Compliant","No Issue","1,053,988",,"6.1","0.18","false"
"26909","2019","CHI OMEGA SORORITY","NonResidential","8823902515","4549 18TH AVE NE","SEATTLE","WA","98105","47.66289","-122.30863","NORTHEAST","4","1926","3","1","27,487","27,487","0","27,487","27,487","0","77","70.40000153","68.59999847","1,885,187","1,935,494","98.09999847","96.19999695","Residence Hall/Dormitory","Residence Hall/Dormitory","27,487","NA",,"NA",,"111,114",,"15,061","Compliant","No Issue","379,121","1,506,066","82","2.98","false"
"26911","2019","SIGMA CHI FRATERNITY","NonResidential","8823902585","4505 18TH AVE NE","SEATTLE","WA","98105","47.66164","-122.30874","NORTHEAST","4","1926","4","1","23,616","23,616","0","23,616","23,616","0","59","69.19999695","68.40000153","1,616,142","1,634,197","129.1999969","128.3000031","Residence Hall/Dormitory","Residence Hall/Dormitory","23,616","NA",,"NA",,"223,440",,"8,538","Compliant","No Issue","762,377","853,765","49.7","2.1","false"
"26919","2019","LAMBDA CHI ALPHA FRATERNITY","Multifamily LR (1-4)","8823902740","4509 19TH AVE NE","SEATTLE","WA","98105","47.66164","-122.30762","NORTHEAST","4","1928","3","1","20,629","20,629","0","20,629","20,629","0","40","67.90000153","66.59999847","1,374,598","1,401,119","102.1999969","100.6999969","Multifamily LR (1-4)","Multifamily Housing","20,629","NA",,"NA",,"106,130",,"10,125","Compliant","No Issue","362,117","1,012,481","55.8","2.7","false"
"26922","2019","UPSTAIRS DOWNSTAIRS APARTMENTS","Multifamily LR (1-4)","8823902795","4528 18TH AVE NE","SEATTLE","WA","98105","47.66238","-122.30801","NORTHEAST","4","1976","3","1","33,448","33,448","0","35,000","35,000","0",,"20.5","20.29999924","710,406","717,431","57.40000153","56.79999924","Multifamily LR (1-4)","Multifamily Housing","35,000","NA",,"NA",,"208,208",,,"Compliant","No Issue","710,406",,"4.1","0.12","false"
"26924","2019","YESLER COMMUNITY CENTER","Nonresidential COS","9821700009","917 E YESLER WAY","SEATTLE","WA","98122","47.60153","-122.31986","EAST","2","2005","2","1","29,508","22,388","7,120","28,916","22,347","6,569",,"103.5","101.4000015","2,266,829","2,313,672","176.3999939","174.1999969","Other - Recreation","Other - Recreation","22,347","Parking","6,569","NA",,"253,510",,"14,019","Compliant","No Issue","864,975","1,401,854","79.3","3.54","false"
"26933","2019","LANGSTON HUGHES CULTURAL ARTS CENTER","Nonresidential COS","9826700795","104 17TH AVE S","SEATTLE","WA","98144","47.6014","-122.30982","CENTRAL","3","1913","3","1","30,992","30,992","0","30,890","30,890","0",,"91.40000153","89.09999847","2,753,279","2,823,641","126.0999985","123.3000031","Performing Arts","Performing Arts","24,600","Social/Meeting Hall","4,625","Other - Education","1,665","153,933",,"22,281","Compliant","No Issue","525,218","2,228,061","121.1","3.91","false"
"26938","2019","CLAIREMONT APT HOMES","Multifamily LR (1-4)","9826701210","2010 E YESLER WAY","SEATTLE","WA","98122","47.60183","-122.30582","CENTRAL","3","1909","3",,"41,144","41,144","0","41,144","41,144","0","100","7","7","267,402","267,402","19.60000038","19.60000038","Multifamily LR (1-4)","Multifamily Housing","41,144","NA",,"NA",,"78,371",,,"Compliant","No Issue","267,402",,"1.6","0.04","false"
"26939","2019","FIRST PLACE","NonResidential","9826701245","172 20TH AVE","SEATTLE","WA","98122","47.6032","-122.30596","CENTRAL","3","1925","2","1","22,344","22,344","0","22,344","22,344","0","46","52.70000076","51.70000076","1,156,086","1,176,862","89.80000305","88.90000153","K-12 School","K-12 School","22,344","NA",,"NA",,"129,240",,"7,151","Compliant","No Issue","440,966","715,120","40.5","1.81","false"
"26940","2019","SPRUCE PARK APARTMENTS","Multifamily LR (1-4)","9826701275","155 21ST AVE","SEATTLE","WA","98122","47.60289","-122.30528","CENTRAL","3","1912","4","1","24,980","24,980","0","24,980","24,980","0",,,,,,,,"Multifamily LR (1-4)","Multifamily Housing","24,980","NA",,"NA",,,,"5,851","Not Compliant","Missing EUI or Electricity Data",,"585,081","31","1.24","false"
"26948","2019","28 UNIT APARTMENT","Multifamily LR (1-4)","9828702360","231 26TH AVE E","SEATTLE","WA","98112","47.62102","-122.29893","CENTRAL","3","1989","4","1","24,415","24,415","0","24,415","24,415","0","89","27.5","27.70000076","675,278","671,641","77","77.40000153","Multifamily LR (1-4)","Multifamily Housing","24,415","NA",,"NA",,"197,913",,,"Compliant","No Issue","675,278",,"3.9","0.16","false"
"26951","2019","MADISON VISTA APTS","Multifamily LR (1-4)","9828702540","114 24TH AVE E","SEATTLE","WA","98112","47.61949","-122.30101","CENTRAL","3","1910","3","1","31,300","31,300","0","31,300","31,300","0","99","31.20000076","31.20000076","975,124","976,084","62.90000153","63","Multifamily LR (1-4)","Multifamily Housing","31,300","NA",,"NA",,"158,759",,"4,334","Compliant","No Issue","541,687","433,437","26.1","0.83","false"
"26956","2019","Kerry Hall","NonResidential","9831200125","710 E ROY ST","SEATTLE","WA","98102","47.62531","-122.32303","EAST","3","1921","3","1","31,900","31,900","0","31,200","31,200","0",,"99.19999695","96.80000305","2,515,887","2,579,409","137.6999969","135.1000061","College/University","College/University","26,000","NA",,"NA",,"145,978",,"20,178","Compliant","No Issue","498,078","2,017,809","109.8","3.44","false"
"26961","2019","LOYAL HEIGHTS COMMUNITY CENTER","Nonresidential COS","6021504080","2101 NW 77TH ST","SEATTLE","WA","98117","47.68475","-122.38257","BALLARD","6","1950","2","1","29,417","29,417","0","29,732","29,732","0",,"56.40000153","55.09999847","1,637,441","1,677,332","95.69999695","93.90000153","Other - Recreation","Other - Recreation","29,732","NA",,"NA",,"179,646",,"10,245","Compliant","No Issue","612,952","1,024,489","57.9","1.97","false"
"26973","2019","NEW CENTRAL HOTEL CONDOMINIUM","NonResidential","6054550000","657 S WELLER ST","SEATTLE","WA","98104","47.59737","-122.32487","DOWNTOWN","2","1909","3","1","49,299","49,299","0","53,051","53,051","0",,"82","81.69999695","4,335,782","4,352,196","129.3000031","129","Mixed Use Property","Office","24,099","Multifamily Housing","23,632","Restaurant","5,320","383,909",,"30,259","Compliant","No Issue","1,309,898","3,025,885","168","3.41","false"
"26979","2019","MCBRIDE COURT","Multifamily LR (1-4)","6056100600","4515 29TH AVE S","SEATTLE","WA","98108","47.56183","-122.29564","GREATER DUWAMISH","2","2005","3","1","58,035","42,848","15,187","57,997","42,908","15,089","99","23.29999924","23","987,495","997,697","65.09999847","64.40000153","Multifamily LR (1-4)","Multifamily Housing","42,908","Parking","15,089","NA",,"289,418",,,"Compliant","No Issue","987,495",,"5.7","0.13","false"
"26980","2019","SNOQUALMIE PLACE","Multifamily LR (1-4)","6056100610","2917 S SNOQUALMIE ST","SEATTLE","WA","98108","47.56131","-122.29483","GREATER DUWAMISH","2","2005","4","1","54,300","43,745","0","54,300","43,745","10,555","83","30","29.70000076","1,301,299","1,312,610","84","83.30000305","Multifamily LR (1-4)","Multifamily Housing","41,057","Parking","10,555","Social/Meeting Hall","2,688","381,389",,,"Compliant","No Issue","1,301,299",,"7.5","0.17","false"
"26984","2019","NEWMARK TOWER CONDOMINIUM (MULTIFAMILY PORTION)","Multifamily HR (10+)","6065010000","1415 2ND AVE","SEATTLE","WA","98101","47.6087","-122.33884","DOWNTOWN","7","1991","24","1","220,018","174,428","45,590","220,018","174,428","45,590","87","32.5","32.59999847","5,684,051","5,676,844","91.09999847","91.19999695","Multifamily HR (10+)","Multifamily Housing","174,428","Parking","45,590","NA",,"1,665,900",,,"Not Compliant","Account Requires Verification","5,684,051",,"33","0.19","false"
"26986","2019","ADMIRAL METROPOLITAN MARKET","NonResidential","6087100195","2320 42ND AVE SW","SEATTLE","WA","98116","47.58217","-122.38479","SOUTHWEST","1","1997","1","1","31,841","31,841","0","31,841","31,841","0",,"427.2000122","424.6000061","13,518,206","13,602,213","786.5","785.2999878","Supermarket/Grocery Store","Supermarket/Grocery Store","30,899","Office","942","NA",,"1,810,639",,"73,403","Compliant","No Issue","6,177,900","7,340,307","424.9","13.34","false"
"26989","2019","ADMIRAL HEIGHTS","Multifamily LR (1-4)","6087100540","2326 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.58212","-122.38611","SOUTHWEST","1","2000","4","1","76,699","57,566","19,133","76,699","57,566","19,133","49","63.5","63.29999924","3,642,254","3,653,542","136.8999939","136.8999939","Senior Living Community","Senior Living Community","57,566","Parking",,"NA",,"679,320",,"13,244","Compliant","No Issue","2,317,839","1,324,416","83.6","1.45","false"
"26993","2019","RAGLEY APARTMENTS","Multifamily LR (1-4)","4232400480","1608 E REPUBLICAN ST","SEATTLE","WA","98112","47.62344","-122.31096","EAST","3","1922","3","1","20,064","20,064","0","20,064","20,064","0",,"68.09999847","66.80000305","1,339,456","1,366,687","85.40000153","83.90000153","Multifamily LR (1-4)","Multifamily Housing","20,064","NA",,"NA",,"46,465",,"11,809","Compliant","No Issue","158,538","1,180,918","63.5","3.17","false"
"26994","2019","ARBORETUM COURT II","NonResidential","5332200210","3130 E MADISON ST","SEATTLE","WA","98112","47.627","-122.29153","EAST","3","1988","2","1","21,036","21,036","0","31,757","31,757","0",,"126.4000015","125.6999969","2,645,255","2,659,114","245.6000061","244.8999939","Mixed Use Property","Parking","11,021","Fitness Center/Health Club/Gym","8,164","Office","7,280","397,539",,"12,889","Not Compliant","Default Data","1,356,404","1,288,851","76.2","3.62","false"
"26995","2019","MILWAUKEE APARTMENTS","Multifamily MR (5-9)","5247802325","664 S KING ST","SEATTLE","WA","98104","47.59861","-122.32413","DOWNTOWN","2","1911","5","1","86,400","72,000","14,400","86,400","72,000","14,400","99","31.89999962","31.89999962","1,560,056","1,556,341","89.19999695","89.40000153","Multifamily MR (5-9)","Multifamily Housing","37,000","Parking","6,000","Retail Store","6,000","457,226",,,"Not Compliant","Account Requires Verification","1,560,056",,"9","0.13","false"
"26997","2019","4545 ROOSEVELT WAY NE","NonResidential","5335200281","4545 ROOSEVELT WAY NE","SEATTLE","WA","98105","47.6622","-122.31779","NORTHEAST","4","1999","6","1","91,100","50,000","41,100","73,796","48,080","25,716",,"82.40000153","82.40000153","6,890,026","6,890,026","230.8000031","230.8000031","Office","Office","66,868","Parking","50,004","Retail Store","16,710","2,019,351",,,"Not Compliant","Default Data","6,890,026",,"40","0.8","false"
"27007","2019","SEATTLE COMMUNITY CHURCH","NonResidential","5364200005","4501 46TH AVE NE","SEATTLE","WA","98105","47.66146","-122.2788","NORTHEAST","4","1954","2","1","20,039","20,039","0","20,039","20,039","0","96","4.300000191","4.300000191","86,444","86,444","12.10000038","12.10000038","Worship Facility","Worship Facility","20,039","NA",,"NA",,"25,335",,,"Compliant","No Issue","86,444",,"0.5","0.03","false"
"27008","2019","LAURELHURST K-8 (SPS-DISTRICT)","SPS-District K-12","5364200330","4530 46TH AVE NE","SEATTLE","WA","98105","47.6622","-122.27796","NORTHEAST","4","1928","2","1","54,943","54,943","0","53,813","53,813","0","69","47.5","46.40000153","2,654,690","2,721,792","67.09999847","65.90000153","K-12 School","K-12 School","57,247","NA",,"NA",,"164,735",,"20,926","Compliant","No Issue","562,075","2,092,615","114.2","2.08","false"
"27013","2019","NORTHWEST WHOLESALE FLORISTS","NonResidential","5367200820","525 S FRONT ST","SEATTLE","WA","98108","47.54761","-122.32759","GREATER DUWAMISH","1","1960","1","1","44,476","44,476","0","41,256","41,256","0","23","25.70000076","25.70000076","1,058,404","1,058,404","62.09999847","62.09999847","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","41,256","NA",,"NA",,"242,886",,"2,297","Compliant","No Issue","828,726","229,677","17","0.38","false"
"27016","2019","PACIFIC GEORGETOWN CENTER LLC","NonResidential","5367201500","6363 7TH AVE S","SEATTLE","WA","98108","47.54494","-122.32543","GREATER DUWAMISH","1","1969","1","1","35,017","35,017","0","32,411","32,411","0",,,,,,,,"Office","Office","19,785","Non-Refrigerated Warehouse","10,234","Parking",,"200,981",,,"Not Compliant","Missing EUI or Electricity Data","685,748",,"4","0.11","false"
"27020","2019","ALPHA DELTA PI SORORITY","NonResidential","8823902825","1805 NE 47TH ST","SEATTLE","WA","98105","47.66281","-122.30819","NORTHEAST","4","1950","3","1","29,084","29,084","0","26,000","26,000","0","77","54.29999924","54.5","1,417,829","1,411,524","90.30000305","90.59999847","Residence Hall/Dormitory","Residence Hall/Dormitory","26,000","NA",,"NA",,"145,095",,"9,228","Compliant","No Issue","495,063","922,766","51.8","1.78","false"
"27029","2019","WILSONIAN APARTMENTS","Multifamily MR (5-9)","8816400265","4710 UNIVERSITY WAY NE","SEATTLE","WA","98105","47.66321","-122.31266","NORTHEAST","4","1923","7","1","100,234","100,234","0","100,234","100,234","0","85","60.20000076","59","5,912,174","6,030,168","77.80000305","76.59999847","Multifamily MR (5-9)","Multifamily Housing","100,234","NA",,"NA",,"246,387",,"50,715","Compliant","No Issue","840,672","5,071,503","273.7","2.73","false"
"27033","2019","SAMAKI COMMONS","Multifamily LR (1-4)","8842400090","3908 S KENYON ST","SEATTLE","WA","98118","47.53223","-122.28269","GREATER DUWAMISH","2","2009","3","1","37,361","37,361","0","37,361","37,361","0","62","39.5","39.20000076","1,465,382","1,476,080","78.5","77.90000153","Multifamily LR (1-4)","Multifamily Housing","37,361","NA",,"NA",,"229,948",,"6,808","Compliant","No Issue","784,583","680,799","40.6","1.09","false"
"27039","2019","UPTOWN CONDO","Multifamily LR (1-4)","8847600000","520 2ND AVE","SEATTLE","WA","98104","47.60201","-122.33225","DOWNTOWN","1","1992","4","1","35,655","35,655","0","29,905","29,905","0","69","40.79999924","40.59999847","1,214,632","1,218,907","86.40000153","85.80000305","Multifamily LR (1-4)","Multifamily Housing","24,389","Retail Store","5,516","NA",,"216,309",,"4,766","Compliant","No Issue","738,047","476,585","29.5","0.83","false"
"27040","2019","URBAN LEAGUE VILLAGE","Multifamily LR (1-4)","8847700000","2300 S MASSACHUSETTS ST","SEATTLE","WA","98144","47.58874","-122.30185","SOUTHEAST","3","1900","3","1","48,441","48,441","0","48,441","48,441","0",,"39.29999924","39.29999924","1,904,653","1,902,236","96.5","96.69999695","Multifamily LR (1-4)","Multifamily Housing","29,302","Museum","19,139","NA",,"449,745",,"3,701","Compliant","No Issue","1,534,529","370,124","28.5","0.59","false"
"27042","2019","UWAJIMAYA VILLAGE","Multifamily MR (5-9)","8849050000","512 S WELLER ST","SEATTLE","WA","98104","47.59774","-122.3273","DOWNTOWN","2","2000","5","1","294,707","223,150","71,557","294,662","223,105","71,557","64","84.80000305","85","18,970,494","18,928,244","200.3000031","201","Multifamily MR (5-9)","Multifamily Housing","156,378","Parking","71,557","Supermarket/Grocery Store","66,727","4,173,305",,"47,312","Compliant","No Issue","14,239,317","4,731,179","333.3","1.49","false"
"27047","2019","VEER LOFTS","Multifamily MR (5-9)","8892300000","401 9TH AVE N","SEATTLE","WA","98109","47.62222","-122.34014","LAKE UNION","7","2008","6","1","103,931","103,931","0","113,147","82,247","30,900","88","32.29999924","32.40000153","2,668,266","2,656,574","90.40000153","90.80000305","Multifamily MR (5-9)","Multifamily Housing","82,247","Parking","30,900","NA",,"782,024",,,"Compliant","No Issue","2,668,266",,"15.5","0.15","false"
"27049","2019","VERANDAS ON QUEEN ANNE CONDOMINIUM","Multifamily LR (1-4)","8894400000","1901 TAYLOR AVE N","SEATTLE","WA","98109","47.63586","-122.34622","MAGNOLIA / QUEEN ANNE","7","1999","3","1","36,115","36,115","0","34,106","30,106","4,000",,"20.39999962","20.39999962","612,891","612,891","57","57","Multifamily LR (1-4)","Multifamily Housing","30,106","Parking","4,000","NA",,"179,628",,,"Compliant","No Issue","612,891",,"3.6","0.1","false"
"27059","2019","700 BROADWAY APARTMENTS","Multifamily LR (1-4)","9831200640","700 BROADWAY E","SEATTLE","WA","98102","47.62546","-122.32085","EAST","3","2003","4","1","88,426","56,867","31,559","86,735","56,867","29,868","85","32.79999924","32.70000076","2,268,815","2,273,667","77.59999847","77.5","Multifamily LR (1-4)","Multifamily Housing","58,849","Parking","29,868","Strip Mall","4,312","501,145",,"5,589","Compliant","No Issue","1,709,906","558,909","39.5","0.7","false"
"27071","2019","BAYVIEW MANOR","Multifamily HR (10+)","3880400005","11 W ALOHA ST","SEATTLE","WA","98119","47.62684","-122.35736","MAGNOLIA / QUEEN ANNE","7","1960","10","1","189,917","164,378","25,539","217,736","217,736","0","46","50.20000076","50.20000076","9,936,572","9,936,572","140.6000061","140.6000061","Senior Living Community","Senior Living Community","186,486","Parking","43,568","Office","11,335","2,912,243",,,"Compliant","No Issue","9,936,573",,"57.6","0.35","false"
"27080","2019","Japanese Presbyterian Church","NonResidential","3881900570","1801 24TH AVE S","SEATTLE","WA","98144","47.58671","-122.30201","SOUTHEAST","3","1963","2","1","22,952","22,952","0","33,850","22,962","10,888","86","24.39999962","24.10000038","553,575","561,316","36.40000153","36.09999847","Worship Facility","Worship Facility","22,962","Parking",,"NA",,"41,416",,"4,123","Compliant","No Issue","141,313","412,262","22.7","0.99","false"
"27081","2019","SOUNDVIEW","Multifamily MR (5-9)","3902100225","4815 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.55856","-122.38723","SOUTHWEST","1","2001","6","1","108,066","75,630","0","75,630","75,630","0",,"25.20000076","25.39999962","1,917,329","1,908,791","70.69999695","71","Multifamily MR (5-9)","Multifamily Housing","71,549","Retail Store","4,081","NA",,"561,937",,,"Compliant","No Issue","1,917,329",,"11.1","0.15","false"
"27082","2019","CONTINENTAL APTS","Multifamily LR (1-4)","3902100255","4835 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.55807","-122.38715","SOUTHWEST","1","1967","4","1","26,528","26,528","0","26,528","26,528","0",,"22.39999962","22.10000038","586,343","595,205","62.79999924","61.90000153","Multifamily LR (1-4)","Multifamily Housing","26,528","NA",,"NA",,"171,847",,,"Compliant","No Issue","586,343",,"3.4","0.13","false"
"27089","2019","NINE CHERRY SQUARE","Multifamily MR (5-9)","6093100000","905 CHERRY ST","SEATTLE","WA","98104","47.60626","-122.32497","EAST","3","1969","7","1","27,627","27,627","0","27,627","27,627","0","42","46","45.5","1,256,958","1,269,649","128.6999969","127.4000015","Multifamily MR (5-9)","Multifamily Housing","27,627","NA",,"NA",,"368,393",,,"Not Compliant","Portfolio Manager Not Connected to the City of Seattle","1,256,958",,"7.3","0.26","false"
"27090","2019","911 CONDOMINIUM","Multifamily LR (1-4)","6093190000","911 N 73RD ST","SEATTLE","WA","98103","47.68157","-122.3456","NORTHWEST","6","1969","4","1","20,851","20,851","0","20,851","20,851","0","97","26.89999962","26.70000076","556,258","560,956","55.5","54.79999924","Multifamily LR (1-4)","Multifamily Housing","20,851","NA",,"NA",,"93,638",,"2,368","Compliant","No Issue","319,491","236,766","14.4","0.69","false"
"27095","2019","1926 FAIRVIEW CONDOMINIUM","Multifamily LR (1-4)","6094190000","1926 FAIRVIEW AVE E","SEATTLE","WA","98102","47.63663","-122.32788","LAKE UNION","3","1990","4","1","36,792","36,792","0","49,752","36,792","12,960","73","37.5","37.20000076","1,368,140","1,380,795","77.40000153","76.90000153","Multifamily LR (1-4)","Multifamily Housing","36,792","Parking","12,960","NA",,"233,138",,"5,727","Compliant","No Issue","795,468","572,673","35","0.95","false"
"27096","2019","9800 ROOSEVELT CONDOMINIUM","Multifamily LR (1-4)","6094200000","9800 ROOSEVELT WAY NE","SEATTLE","WA","98115","47.70065","-122.31735","NORTH","5","1983","3","1","23,512","23,512","0","23,512","23,512","0","83","31.10000038","30.79999924","723,881","730,206","72","71.40000153","Multifamily LR (1-4)","Multifamily Housing","23,512","NA",,"NA",,"153,855",,"1,989","Compliant","No Issue","524,954","198,927","13.6","0.58","false"
"27097","2019","19TH AVE LOFTS","Multifamily LR (1-4)","6094250000","1812 19TH AVE","SEATTLE","WA","98122","47.61798","-122.30724","CENTRAL","3","2004","3","1","49,518","49,518","0","49,528","49,528","0","60","37","37","1,832,077","1,832,728","70.69999695","70.69999695","Multifamily LR (1-4)","Multifamily Housing","49,528","NA",,"NA",,"264,350",,"9,301","Compliant","No Issue","901,963","930,114","54.5","1.1","false"
"27100","2019","FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES","Multifamily HR (10+)","6094680000","99 UNION ST","SEATTLE","WA","98101","47.60742","-122.33919","DOWNTOWN","7","2008","20","1","455,883","401,964","53,919","453,289","399,370","53,919","5","148.6999969","148.1999969","59,197,628","59,396,344","263.7999878","263.5","Hotel","Hotel","226,686","Multifamily Housing","169,649","Parking","53,919","6,738,267","18,681,324","175,253","Compliant","No Issue","22,990,967","17,525,338","2,575.4","6.41","false"
"27102","2019","FIFTH AVE APTS","Multifamily MR (5-9)","6096000215","1401 5TH AVE N","SEATTLE","WA","98109","47.63165","-122.34793","MAGNOLIA / QUEEN ANNE","7","1963","7","1","28,277","28,277","0","30,010","21,910","8,100","84","32.90000153","32.59999847","713,557","720,134","92","91.19999695","Multifamily MR (5-9)","Multifamily Housing","21,910","Parking","3,300","NA",,"209,132",,,"Compliant","No Issue","713,557",,"4.1","0.15","false"
"27103","2019","TOWNE VUE MANOR","Multifamily LR (1-4)","6096000220","1425 5TH AVE N","SEATTLE","WA","98109","47.63201","-122.34784","MAGNOLIA / QUEEN ANNE","7","1958","4","1","21,602","21,602","0","21,602","21,602","0","94","28.70000076","28.70000076","619,125","620,265","60.79999924","60.79999924","Multifamily LR (1-4)","Multifamily Housing","21,602","NA",,"NA",,"111,179",,"2,398","Compliant","No Issue","379,344","239,781","14.9","0.69","false"
"27105","2019","CROSSPOINTE VISTA","Multifamily LR (1-4)","6096500085","620 COMSTOCK ST","SEATTLE","WA","98109","47.63089","-122.3439","MAGNOLIA / QUEEN ANNE","7","1988","3","1","65,689","47,081","0","65,689","65,689","0","89","19.60000038","19.5","1,279,573","1,289,809","55","54.5","Multifamily LR (1-4)","Multifamily Housing","65,689","NA",,"NA",,"375,021",,,"Compliant","No Issue","1,279,573",,"7.4","0.16","false"
"27107","2019","NOMA","Multifamily MR (5-9)","6105800000","5600 24TH AVE NW","SEATTLE","WA","98107","47.6696","-122.38735","BALLARD","6","2007","6","1","109,222","109,222","0","153,838","109,222","44,616","96","27.89999962","27.60000038","3,010,823","3,047,963","72","71.19999695","Multifamily MR (5-9)","Multifamily Housing","109,222","Parking","44,616","NA",,"772,430",,"3,753","Compliant","No Issue","2,635,530","375,293","35.2","0.32","false"
"27114","2019","THUNDERBIRD APTS","Multifamily LR (1-4)","6126600815","4821 FAUNTLEROY WAY SW","SEATTLE","WA","98116","47.55857","-122.38186","SOUTHWEST","1","1957","2","2","21,596","21,596","0","21,596","21,596","0","83","26.79999924","26.39999962","570,777","577,988","74.90000153","74","Multifamily LR (1-4)","Multifamily Housing","21,596","NA",,"NA",,"167,285",,,"Compliant","No Issue","570,777",,"3.3","0.15","false"
"27117","2019","N W WAREHOUSE","NonResidential","5367201635","6540 5TH PL S","SEATTLE","WA","98108","47.54443","-122.32688","GREATER DUWAMISH","1","1976","1","1","21,040","21,040","0","21,040","21,040","0","60","21.70000076","21.5","451,794","455,877","42.20000076","41.79999924","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","21,040","NA",,"NA",,"67,998",,"2,198","Compliant","No Issue","232,009","219,785","13","0.62","false"
"27122","2019","CEDAR HEIGHTS","NonResidential","5367201865","6535 5TH PL S","SEATTLE","WA","98108","47.54491","-122.32758","GREATER DUWAMISH","1","1951","2","1","26,060","26,060","0","26,060","26,060","0","50","46.5","46.40000153","1,390,876","1,395,284","72.19999695","72.19999695","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","30,000","NA",,"NA",,"118,247",,"9,874","Compliant","No Issue","403,458","987,418","54.7","2.1","false"
