"OSEBuildingID","DataYear","BuildingName","BuildingType","TaxParcelIdentificationNumber","Address","City","State","ZipCode","Latitude","Longitude","Neighborhood","CouncilDistrictCode","YearBuilt","NumberofFloors","NumberofBuildings","PropertyGFATotal","PropertyGFABuildings","PropertyGFAParking","SelfReportGFATotal","SelfReportGFABuildings","SelfReportParking","ENERGYSTARScore","SiteEUIWN(kBtu/sf)","SiteEUI(kBtu/sf)","SiteEnergyUse(kBtu)","SiteEnergyUseWN(kBtu)","SourceEUIWN(kBtu/sf)","SourceEUI(kBtu/sf)","EPAPropertyType","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","Electricity(kWh)","SteamUse(kBtu)","NaturalGas(therms)","ComplianceStatus","ComplianceIssue","Electricity(kBtu)","NaturalGas(kBtu)","TotalGHGEmissions","GHGEmissionsIntensity","Demolished"
"27131","2019","PACIFIC RUBBER","NonResidential","5367204010","6720 E MARGINAL WAY S","SEATTLE","WA","98108","47.54333","-122.32792","GREATER DUWAMISH","1","1974","1","1","25,620","25,620","0","25,620","25,620","0","73","29.5","29.89999962","765,010","755,864","42.29999924","42.59999847","Distribution Center","Distribution Center","25,620","NA",,"NA",,"48,237",,"6,004","Compliant","No Issue","164,585","600,424","32.8","1.28","false"
"27141","2019","TSUE CHONG FOODS","NonResidential","5391600310","800 S WELLER ST","SEATTLE","WA","98104","47.59775","-122.32219","DOWNTOWN","2","1992","3","1","33,238","33,238","0","33,238","33,238","0","18","46.09999847","46.40000153","1,541,131","1,531,544","129","129.8000031","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","33,238","NA",,"NA",,"451,680",,,"Compliant","No Issue","1,541,131",,"8.9","0.27","false"
"27142","2019","ST JAMES CATHEDRAL PLACE","NonResidential","5392100010","803 TERRY AVE","SEATTLE","WA","98104","47.60745","-122.32542","EAST","3","1912","4","1","27,800","27,800","0","27,800","27,800","0","1","124.5","123.5","1,370,448","1,381,188","221.1999969","220.1000061","K-12 School","K-12 School","11,093","NA",,"NA",,"167,988",,"7,973","Not Compliant","Account Requires Verification","573,176","797,272","45.6","1.64","false"
"27144","2019","MILL STREET CONDOMINIUM","Multifamily LR (1-4)","5530300000","1918 E YESLER WAY","SEATTLE","WA","98122","47.60187","-122.30665","CENTRAL","3","2002","4","1","26,255","26,255","0","30,245","22,445","7,800",,,,,,,,"Multifamily LR (1-4)","Multifamily Housing","26,255","Parking","5,600","NA",,"215,856",,,"Not Compliant","Missing EUI or Electricity Data","736,499",,"4.3","0.16","false"
"27145","2019","MILLENNIUM TOWER","NonResidential","5530500010","719 2ND AVE","SEATTLE","WA","98104","47.60331","-122.33389","DOWNTOWN","1","2000","6","1","390,390","291,906","98,484","338,821","222,217","116,604","82","49.90000153","49.90000153","14,370,852","14,353,336","131.3000031","131.3000031","Office","Office","222,807","Parking","98,484","Other - Lodging/Residential","59,761","3,800,845",,"14,024","Compliant","No Issue","12,968,483","1,402,368","149.5","0.51","false"
"27146","2019","MILLER PLACE CONDOMINIUM","Multifamily LR (1-4)","5532000000","215 20TH AVE E","SEATTLE","WA","98112","47.62014","-122.3064","CENTRAL","3","1999","3","1","21,158","21,158","0","17,635","17,635","0",,"24.70000076","24.70000076","436,058","436,058","69.19999695","69.19999695","Multifamily LR (1-4)","Multifamily Housing","17,635","NA",,"NA",,"127,801",,,"Compliant","No Issue","436,058",,"2.5","0.12","false"
"27154","2019","MONIQUE LOFTS CONDOMINIUM","Multifamily LR (1-4)","5569660000","1024 E PIKE ST","SEATTLE","WA","98122","47.61435","-122.31842","EAST","3","1913","4","1","26,355","26,355","0","19,598","19,598","0","1","77.40000153","76.30000305","2,010,143","2,039,233","140.1999969","139.1000061","Multifamily LR (1-4)","Multifamily Housing","26,355","NA",,"NA",,"260,376",,"11,217","Compliant","No Issue","888,404","1,121,739","64.6","2.45","false"
"27160","2019","MONTREUX CONDOMINIUM","Multifamily MR (5-9)","5607950000","425 VINE ST","SEATTLE","WA","98121","47.61758","-122.34632","DOWNTOWN","7","1998","7","1","74,162","74,162","0","68,111","64,111","4,000",,"41.79999924","41.79999924","2,682,196","2,678,701","104.5","105","Multifamily MR (5-9)","Multifamily Housing","62,285","Parking","4,000","Restaurant","597","656,045",,"4,438","Compliant","No Issue","2,238,424","443,772","36.5","0.49","false"
"27162","2019","WEST SEATTLE THRIFTWAY","NonResidential","5637500005","4201 SW MORGAN ST","SEATTLE","WA","98136","47.54427","-122.38609","SOUTHWEST","1","1998","1","1","33,706","33,706","0","31,746","31,746","0","52","307.2000122","305.2999878","9,692,514","9,752,914","618.9000244","616.9000244","Supermarket/Grocery Store","Supermarket/Grocery Store","31,746","NA",,"NA",,"1,575,683",,"43,163","Compliant","No Issue","5,376,230","4,316,284","259.9","7.71","false"
"27166","2019","CRESCENT APTS","Multifamily LR (1-4)","5649600035","5201 42ND AVE S","SEATTLE","WA","98118","47.55516","-122.281","SOUTHEAST","2","1963","3","1","27,984","27,984","0","0","0","0","42","37.29999924","36.70000076","1,027,028","1,043,031","104.4000015","102.8000031","Multifamily LR (1-4)","Multifamily Housing","27,984","NA",,"NA",,"301,004",,,"Compliant","No Issue","1,027,027",,"6","0.21","false"
"27184","2019","WAREHOUSE","NonResidential","7443001620","1050 W EWING ST","SEATTLE","WA","98119","47.65532","-122.37133","MAGNOLIA / QUEEN ANNE","7","1961","2","1","37,600","37,600","0","40,472","40,472","0",,"22.5","22.5","847,565","844,799","44.5","44.40000153","Mixed Use Property","Non-Refrigerated Warehouse","18,400","Other","16,200","Office","3,000","130,384",,"4,027","Compliant","No Issue","444,870","402,695","23.9","0.64","false"
"27189","2019","DENNY TERRACE","Multifamily HR (10+)","7449000010","100 MELROSE AVE E","SEATTLE","WA","98102","47.61882","-122.32759","EAST","3","1969","10","1","139,127","139,127","0","139,127","139,127","0","49","45.90000153","45.29999924","6,309,400","6,381,324","128.3999939","127","Multifamily HR (10+)","Multifamily Housing","139,127","NA",,"NA",,"1,849,179",,,"Compliant","No Issue","6,309,399",,"36.6","0.26","false"
"27192","2019","THE ILIAD","Multifamily LR (1-4)","7449000105","112 BELLEVUE AVE E","SEATTLE","WA","98102","47.61902","-122.32639","EAST","3","1965","4","1","26,153","22,729","3,424","26,153","22,729","3,424","95","22.79999924","22.60000038","514,548","517,991","63.79999924","63.40000153","Multifamily LR (1-4)","Multifamily Housing","22,729","Parking","3,424","NA",,"150,805",,,"Not Compliant","Missing EUI or Electricity Data","514,548",,"3","0.13","false"
"27195","2019","BILTMORE APARTMENTS","Multifamily MR (5-9)","7449500005","418 E LORETTA PL","SEATTLE","WA","98102","47.61944","-122.32589","EAST","3","1924","7","1","95,611","95,611","0","95,611","95,611","0","52","90.80000305","89","8,504,854","8,683,405","114.9000015","113","Multifamily MR (5-9)","Multifamily Housing","95,611","NA",,"NA",,"313,483",,"74,352","Compliant","No Issue","1,069,605","7,435,249","400.3","4.19","false"
"27196","2019","FANEUIL HALL","Multifamily MR (5-9)","7449500025","1562 E OLIVE WAY","SEATTLE","WA","98102","47.61894","-122.32557","EAST","3","1928","5","1","32,980","30,259","2,721","32,980","27,980","5,000",,"39.09999847","38.5","1,268,694","1,288,046","83.69999695","82.19999695","Multifamily MR (5-9)","Multifamily Housing","32,980","Parking","5,000","NA",,"230,981",,"4,806","Compliant","No Issue","788,108","480,586","30","0.99","false"
"27198","2019","ROYAL CREST CONDOMINIUM","Multifamily HR (10+)","7457200000","2100 3RD AVE","SEATTLE","WA","98121","47.61353","-122.34232","DOWNTOWN","7","1973","26","1","187,080","187,080","0","163,251","163,251","0","95","28.39999962","28.39999962","5,302,980","5,298,158","69.59999847","69.69999695","Multifamily HR (10+)","Multifamily Housing","181,135","Retail Store","5,410","NA",,"1,244,343",,"10,573","Compliant","No Issue","4,245,698","1,057,282","80.7","0.43","false"
"27199","2019","ROYAL MANOR CONDOMINIUM","Multifamily HR (10+)","7458000000","1120 8TH AVE","SEATTLE","WA","98101","47.60929","-122.32946","EAST","7","1970","21","1","94,000","94,000","0","94,000","94,000","0","24","49","48.29999924","3,623,373","3,675,173","137.1999969","135.3000031","Multifamily HR (10+)","Multifamily Housing","74,982","Supermarket/Grocery Store","2,690","NA",,"1,061,950",,,"Compliant","No Issue","3,623,373",,"21","0.22","false"
"27201","2019","ROYAL OAK CONDOMINIUM","Multifamily LR (1-4)","7458500000","12300 28TH AVE NE","SEATTLE","WA","98125","47.7177","-122.29767","NORTH","5","1974","3","1","35,333","35,333","0","35,333","30,933","4,400","81","27.79999924","27.60000038","853,086","859,541","77.80000305","77.19999695","Multifamily LR (1-4)","Multifamily Housing","30,933","Parking","4,400","NA",,"250,025",,,"Compliant","No Issue","853,086",,"4.9","0.14","false"
"27203","2019","ROYCROFT CONDOMINIUM","Multifamily LR (1-4)","7459880000","6015 PHINNEY AVE N","SEATTLE","WA","98103","47.67299","-122.35487","NORTHWEST","6","2004","4","1","39,331","39,331","0","50,900","36,500","14,400","65","37.5","37.29999924","1,362,007","1,368,028","91.19999695","91","Multifamily LR (1-4)","Multifamily Housing","33,592","Parking","14,400","Personal Services (Health/Beauty, Dry Cleaning, etc)","2,908","316,864",,"2,809","Not Compliant","Account Requires Verification","1,081,140","280,867","21.2","0.54","false"
"27204","2019","RUBY","Multifamily LR (1-4)","7459970000","2960 EASTLAKE AVE E","SEATTLE","WA","98102","47.64839","-122.32314","LAKE UNION","3","2008","4","1","57,486","57,486","0","57,486","57,486","0","90","22.70000076","22.60000038","1,298,530","1,303,734","63.5","63.20000076","Multifamily LR (1-4)","Multifamily Housing","48,438","Retail Store","9,048","NA",,"380,577",,,"Compliant","No Issue","1,298,530",,"7.5","0.13","false"
"27205","2019","VIEWLANDS ELEMENTARY (SPS-DISTRICT)- DEMOLISHED","SPS-District K-12","7474900060","10505 3RD AVE NW","SEATTLE","WA","98177","47.70597","-122.36113","NORTHWEST","5","1954","1","1","42,128","42,128","0","41,303","41,303","0","61","45.5","46.09999847","2,025,939","1,999,409","87.30000305","88","K-12 School","K-12 School","43,920","NA",,"NA",,"291,361",,"10,318","Compliant","No Issue","994,122","1,031,817","60.5","1.43","true"
"27212","2019","LOCKHAVEN CONDOMINIUM","Multifamily LR (1-4)","4387800000","3100 W COMMODORE WAY","SEATTLE","WA","98199","47.66401","-122.39701","MAGNOLIA / QUEEN ANNE","6","1982","4","1","77,966","77,966","0","103,887","77,966","25,921","84","41.70000076","41.5","3,233,179","3,252,792","78.59999847","78.30000305","Multifamily LR (1-4)","Multifamily Housing","77,966","Parking","25,921","Swimming Pool",,"454,307",,"16,831","Compliant","No Issue","1,550,095","1,683,084","98.2","1.26","false"
"27213","2019","LOCKSHORE CONDOMINIUM","Multifamily LR (1-4)","4395400000","3200 W COMMODORE WAY","SEATTLE","WA","98199","47.66443","-122.39802","MAGNOLIA / QUEEN ANNE","6","1965","3","1","28,944","28,944","0","35,997","23,991","12,006","57","34.90000153","34.40000153","829,349","840,470","94.59999847","93.30000305","Multifamily LR (1-4)","Multifamily Housing","24,111","Swimming Pool",,"NA",,"230,930",,"414","Compliant","No Issue","787,934","41,415","6.8","0.23","false"
"27216","2019","LOFTS THE CONDOMINIUM","Multifamily MR (5-9)","4397500000","208 3RD AVE S","SEATTLE","WA","98104","47.60045","-122.32989","DOWNTOWN","1","1904","5","1","30,189","30,189","0","42,384","33,770","8,614",,"26.20000076","26.10000038","787,686","790,995","62.59999847","62.5","Multifamily MR (5-9)","Multifamily Housing","30,189","Parking","8,614","NA",,"177,302",,"1,827","Compliant","No Issue","604,953","182,733","13.2","0.44","false"
"27218","2019","CAPITOL COURT","Multifamily LR (1-4)","4400200020","514 19TH AVE E","SEATTLE","WA","98112","47.62375","-122.30693","CENTRAL","3","2004","4","1","44,432","27,074","0","44,511","26,756","17,755",,"45.79999924","45.79999924","1,226,217","1,226,534","100.0999985","100.3000031","Mixed Use Property","Multifamily Housing","21,930","Parking","17,755","Other","2,906","233,671",,"4,289","Compliant","No Issue","797,286","428,931","27.4","1.01","false"
"27225","2019","ADMIRAL APARTMENTS","Multifamily LR (1-4)","4432600005","2203 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.58383","-122.38681","SOUTHWEST","1","1926","3","1","23,671","23,671","0","23,671","23,671","0",,"34.09999847","33.5","793,540","806,345","72.69999695","71.40000153","Multifamily LR (1-4)","Multifamily Housing","23,671","NA",,"NA",,"143,568",,"3,037","Compliant","No Issue","489,853","303,687","18.9","0.8","false"
"27232","2019","MEZZO CONDOMINIUM","Multifamily LR (1-4)","5498000000","711 E DENNY WAY","SEATTLE","WA","98122","47.6184","-122.32324","EAST","3","1989","4","1","20,380","20,380","0","26,781","18,681","8,100","69","35.70000076","35.5","662,953","667,039","100","99.40000153","Multifamily LR (1-4)","Multifamily Housing","18,681","Parking","8,100","NA",,"194,300",,,"Compliant","No Issue","662,953",,"3.8","0.19","false"
"27234","2019","MIDORI","Multifamily LR (1-4)","5511900000","1515 E YESLER WAY","SEATTLE","WA","98122","47.60147","-122.31227","CENTRAL","3","2002","4","1","29,808","29,808","0","0","0","0","87","38.20000076","38.09999847","976,024","978,311","75.80000305","75.5","Multifamily LR (1-4)","Multifamily Housing","25,586","Parking","4,222","NA",,"152,077",,"4,571","Compliant","No Issue","518,885","457,138","27.2","0.91","false"
"27235","2019","MIDTOWN","Multifamily LR (1-4)","5512100000","732 11TH AVE E","SEATTLE","WA","98102","47.62625","-122.31769","EAST","3","1969","4","1","27,878","27,878","0","23,084","23,084","0","79","28.79999924","28.89999962","666,374","664,143","80.59999847","80.80000305","Multifamily LR (1-4)","Multifamily Housing","23,084","NA",,"NA",,"195,303",,,"Compliant","No Issue","666,374",,"3.9","0.14","false"
"27241","2019","LUDLOW APTS","Multifamily LR (1-4)","7502500018","703 E PIKE ST","SEATTLE","WA","98122","47.61386","-122.32288","EAST","3","1910","3","2","23,597","23,597","0","23,597","23,597","0","93",,"37.90000153","1,496,332",,,"80.09999847","Multifamily LR (1-4)","Multifamily Housing","31,328","Retail Store","6,381","Fast Food Restaurant","1,724","265,972",,"5,888","Compliant","No Issue","907,497","588,835","36.5","1.55","false"
"27243","2019","1404 BOYLSTON (2019)","Multifamily MR (5-9)","7502500035","1404 BOYLSTON AVE","SEATTLE","WA","98122","47.61334","-122.32311","EAST","3","2018","7","1","52,253","52,253","0","51,033","51,033","0","100","28.89999962","28.70000076","1,466,600","1,475,939","58.70000076","58.20000076","Multifamily MR (5-9)","Multifamily Housing","51,033","NA",,"NA",,"239,822",,"6,483","Not Compliant","Account Requires Verification","818,273","648,327","39.1","0.75","false"
"27245","2019","ST JOHNS APT & STORE","Multifamily LR (1-4)","7502500061","725 E PIKE ST","SEATTLE","WA","98122","47.6139","-122.32241","EAST","3","1910","3","1","24,682","24,682","0","24,682","24,682","0",,"109.9000015","109.5999985","2,621,194","2,627,128","182.3000031","182.1000061","Multifamily LR (1-4)","Multifamily Housing","17,822","Retail Store","6,085","NA",,"268,119",,"17,064","Compliant","No Issue","914,822","1,706,372","95.7","3.88","false"
"27252","2019","GREENHOUSE APARTMENTS (2013)","Multifamily MR (5-9)","5649600172","3701 S HUDSON ST","SEATTLE","WA","98118","47.55681","-122.28579","SOUTHEAST","2","2012","5","1","121,773","96,205","25,568","100,338","77,423","22,915","99","32.09999847","32","2,949,976","2,961,330","69.80000305","69.59999847","Multifamily MR (5-9)","Multifamily Housing","92,278","Parking","22,680","NA",,"557,054",,"10,493","Compliant","No Issue","1,900,668","1,049,308","66.6","0.69","false"
"27258","2019","MORNINGSIDE APTS & RETAIL","Multifamily LR (1-4)","5652600299","9425 35TH AVE NE","SEATTLE","WA","98115","47.69711","-122.29098","NORTHEAST","4","1994","3","1","50,095","34,916","15,179","50,095","34,916","15,179",,"28.5","28.20000076","892,523","901,193","79.80000305","79","Multifamily LR (1-4)","Multifamily Housing","26,170","Parking","15,179","Other","2,772","261,584",,,"Compliant","No Issue","892,523",,"5.2","0.15","false"
"27260","2019","MOSLER LOFTS","Multifamily HR (10+)","5677000000","2720 3RD AVE","SEATTLE","WA","98121","47.61754","-122.34902","DOWNTOWN","7","2007","12","1","175,353","175,353","0","181,858","174,982","6,876","72","38","38.29999924","5,516,282","5,470,086","88.80000305","89.69999695","Multifamily HR (10+)","Multifamily Housing","138,566","Parking","6,876","Other","3,212","1,195,094",,"14,386","Compliant","No Issue","4,077,661","1,438,620","99.9","0.57","false"
"27264","2019","MAPLE LEAF APTS","Multifamily LR (1-4)","5680000965","3501 14TH AVE S","SEATTLE","WA","98144","47.57184","-122.31515","GREATER DUWAMISH","2","1980","4","1","26,245","26,245","0","26,245","26,245","0","83","29.10000038","28.89999962","757,360","764,617","81.59999847","80.80000305","Multifamily LR (1-4)","Multifamily Housing","26,245","NA",,"NA",,"221,970",,,"Compliant","No Issue","757,360",,"4.4","0.17","false"
"27265","2019","HALLER POST","Multifamily LR (1-4)","5687500010","1130 N 115TH ST","SEATTLE","WA","98133","47.7129","-122.34351","NORTHWEST","5","1987","3","4","103,345","103,345","0","91,500","91,500","0",,,,,,,,"Multifamily LR (1-4)","Multifamily Housing","92,010","Parking","16,848","Swimming Pool",,,,"66","Not Compliant","Missing EUI or Electricity Data",,"6,620","0.3",,"false"
"27266","2019","NORTHPARK VILLA","Multifamily MR (5-9)","5687500016","1100 N 115TH ST","SEATTLE","WA","98133","47.71257","-122.34418","NORTHWEST","5","2005","6","1","93,191","65,434","0","93,191","65,434","27,757","99","27.10000038","27.10000038","1,773,014","1,770,390","75.80000305","75.90000153","Multifamily MR (5-9)","Multifamily Housing","65,434","Parking","27,757","NA",,"519,641",,,"Compliant","No Issue","1,773,014",,"10.3","0.16","false"
"27274","2019","PEGASUS COURT CONDO","Multifamily LR (1-4)","6701500000","12345 ROOSEVELT WAY NE","SEATTLE","WA","98125","47.71884","-122.31855","NORTHWEST","5","1999","4","1","37,317","37,317","0","37,317","37,317","0",,"25.39999962","25.20000076","940,652","948,285","71.19999695","70.59999847","Multifamily LR (1-4)","Multifamily Housing","28,856","NA",,"NA",,"275,690",,,"Not Compliant","Missing EUI or Electricity Data","940,653",,"5.5","0.15","false"
"27277","2019","EVANSTON PLACE  APTS","Multifamily LR (1-4)","5693500825","4323 EVANSTON AVE N","SEATTLE","WA","98103","47.65976","-122.35134","LAKE UNION","6","1991","4","1","31,500","24,809","0","31,500","24,809","6,691","98","19","19","472,561","471,920","53.29999924","53.29999924","Multifamily LR (1-4)","Multifamily Housing","24,809","Parking","6,691","NA",,"138,500",,,"Compliant","No Issue","472,561",,"2.7","0.11","false"
"27294","2019","APARTMENT & RETAIL","Multifamily LR (1-4)","6632300251","1520 NE 143RD ST","SEATTLE","WA","98125","47.73233","-122.31197","NORTH","5","1976","3","1","21,520","21,520","0","21,000","21,000","0","94","20","19.89999962","428,528","430,419","56","55.79999924","Multifamily LR (1-4)","Multifamily Housing","21,520","NA",,"NA",,"125,594",,,"Compliant","No Issue","428,528",,"2.5","0.12","false"
