Compliance Status,Data Year,Evanston Building ID,Property Name,Address 1,Postal Code,Primary Property Type - Self Selected,Property GFA - Self-Reported (ft²),Property Type,Year Built,Number of Buildings,ENERGY STAR Score,ENERGY STAR Certification - Year(s) Certified,Site Energy Use (kBtu),Source Energy Use (kBtu),Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Site Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kWh),Electricity Use - Grid Purchase (kWh),Natural Gas Use (therms),District Steam Use (kBtu),Weather Normalized Site Electricity (kWh),Weather Normalized Site Natural Gas Use (therms),Green Power - Onsite (kWh),Green Power - Offsite (kWh),Electricity Use – Generated from Onsite Renewable Systems and Used Onsite (kWh),Water Score (Multifamily Only),Water Use (All Water Sources) (kgal),Water Use Intensity (All Water Sources) (gal/ft²),Total GHG Emissions (Kg CO2e),GHG Intensity (kg CO2e/sq ft),GHG Emissions Notes,ObjectId
Compliant,2019,104193,DEWEY ELEMENTARY SCHOOL,1551 WESLEY,60201,K-12 School,65170,Type 2,1940,1,51,Not Available,4727160,7300120,72.5,112,4603349,7170119,70.6,110,391325,391325,33920,Not Available,391325,"32,682",Not Available,0,Not Available,Not Available,573,8.8,395726,6.1,,1
Compliant,2019,104195,St. Mary's Malankara Catholic Church,1208 Ashland Ave,60202,Worship Facility,22068,Type 3,1912,1,29,Not Available,1139266,1237644,51.6,56.1,1081819,1177325,49,53.3,6936,6936,11156,Not Available,6936,"10,582",Not Available,0,Not Available,Not Available,112,5.08,63075,2.9,,2
Compliant,2019,104275,Evanston-Main,126 Main St,60202,Multifamily Housing,20000,Type 3,1935,1,Not Available,Not Available,462486,665725,23.1,33.3,,,,,30165,30165,3596,Not Available,29074,Not Available,Not Available,0,Not Available,Not Available,1092,54.61,35715,1.8,,3
Compliant,2019,104359,Bleeker Hall,803-809 Noyes,60201,Multifamily Housing,50813,Type 2,1920,1,67,Not Available,4961748,5845252,97.6,115,4854451,5724208,95.5,112.7,106417,106417,45987,Not Available,105013,"44,962",Not Available,0,Not Available,65,2398,47.19,302876,6,,4
Compliant,2019,104527,AG Custer LLC,800 Custer Ave,60202,Multifamily Housing,22961,Type 3,1960,1,86,Not Available,1294108,1823978,56.4,79.4,1279412,1792877,55.7,78.1,77904,77904,10283,Not Available,75280,"10,226",Not Available,0,Not Available,66,517,22.53,97531,4.2,,5
Compliant,2019,105023,Garden Ridge Lofts,1834 Ridge Avenue,60201,Multifamily Housing,55974,Type 2,1999,1,96,Not Available,3431112,4601300,61.3,82.2,,,,,167247,167247,28605,Not Available,162635,Not Available,Not Available,0,Not Available,72,1382,24.68,244061,4.4,,6
Compliant,2019,105088,Autobarn Place,222 Hartrey Ave,60202,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",101200,Type 1,1961,1,Not Available,Not Available,5773124,9505238,57,93.9,5600839,9324339,55.3,92.1,576697,576697,38054,Not Available,576697,"36,332",Not Available,0,Not Available,Not Available,776,7.67,519800,5.1,,7
Compliant,2019,105106,Fountain Court Condominium Association,830 Hinman Ave,60201,Multifamily Housing,63416,Type 2,1922,1,21,Not Available,6199381,8924624,97.8,140.7,6081993,8714865,95.9,137.4,404501,404501,48192,Not Available,390014,"47,513",Not Available,0,Not Available,96,1138,17.94,478792,7.6,,8
Compliant,2019,105189,203 Kedzie,203 Kedzie,60202,Multifamily Housing,62096,Type 2,1923,1,41,Not Available,5960923,6800408,96,109.5,5846561,6661889,94.2,107.3,90678,90678,56515,Not Available,87590,"55,477",Not Available,0,Not Available,89,1070,17.23,350129,5.6,,9
Compliant,2019,105337,HAVEN MIDDLE SCHOOL,2417 PRAIRIE AVENUE,60201,K-12 School,142114,Type 1,1926,1,90,Not Available,7169923,10960532,50.5,77.1,6922211,10700434,48.7,75.3,574797,574797,52087,Not Available,574797,"49,610",Not Available,0,Not Available,Not Available,646,4.54,593288,4.2,,10
Compliant,2019,105438,WILLARD ELEMENTARY SCHOOL,2300 HURD AVENUE,60202,K-12 School,62635,Type 2,1922,1,57,Not Available,4472472,6427810,71.4,102.6,4314390,6261824,68.9,100,290021,290021,34829,Not Available,290021,"33,248",Not Available,0,Not Available,Not Available,406,6.48,344753,5.5,,11
Compliant,2019,105606,2530 Crawford,2530 Crawford Ave,60201,Office,20600,Type 3,1972,1,58,Not Available,1713179,2833631,83.2,137.6,1658244,2764562,80.5,134.2,173303,173303,11219,Not Available,171396,"10,734",Not Available,0,Not Available,Not Available,244,11.84,155052,7.5,,12
Compliant,2019,105689,1406 - 1408 ELMWOOD APARTMENTS,1406 Elmwood Ave,60201,Multifamily Housing,20664,Type 3,1930,1,80,Not Available,1708850,2062480,82.7,99.8,1697826,2050905,82.2,99.3,44915,44915,15556,Not Available,44915,"15,446",Not Available,0,Not Available,78,691,33.45,107367,5.2,,13
Compliant,2019,105769,Custer Hinman,744 Hinman Ave,60201,Multifamily Housing,31464,Type 3,1920,1,Not Available,Not Available,1668352,2087161,53,66.3,,,,,56170,56170,14767,Not Available,54065,Not Available,Not Available,0,Not Available,Not Available,606,19.26,109376,3.5,,14
Compliant,2019,105853,LINCOLNWOOD ELEMENTARY SCHOOL,2600 COLFAX,60201,K-12 School,61039,Type 2,1949,1,85,Not Available,3216973,4817883,52.7,78.9,3096450,4689068,50.7,76.8,241176,241176,23941,Not Available,240796,"22,749",Not Available,0,Not Available,Not Available,344,5.64,260013,4.3,,15
Compliant,2019,105938,822 Forest,822 Forest Ave,60202,Multifamily Housing,20268,Type 3,1920,1,Not Available,Not Available,2133457,2561221,105.3,126.4,2125761,2551871,104.9,125.9,53775,53775,19500,Not Available,53563,"19,430",Not Available,0,Not Available,Not Available,585,28.87,133194,6.6,,16
Compliant,2019,106250,Central Station,1720 Central St,60201,Multifamily Housing,120841,Type 1,2013,1,80,Not Available,5298303,10266712,43.8,85,5188813,10023827,42.9,83,787723,787723,26106,Not Available,766299,"25,742",Not Available,0,Not Available,79,2249,18.61,572581,4.7,,17
Compliant,2019,106267,Lotus Point Properties,2620 Central Street,60201,Multifamily Housing,28388,Type 3,1964,1,Not Available,Not Available,1770034,2369934,62.4,83.5,1745491,2319967,61.5,81.7,85647,85647,14778,Not Available,81595,"14,671",Not Available,0,Not Available,Not Available,695,24.49,125672,4.4,,18
Compliant,2019,106269,WAREHOUSE,2017 Greenleaf St,60202,Non-Refrigerated Warehouse,44000,Type 3,2001,1,23,Not Available,4009919,5397123,91.1,122.7,3897845,5261290,88.6,119.6,198745,198745,33318,Not Available,195705,"32,301",Not Available,0,Not Available,Not Available,127,2.9,286447,6.5,,19
Compliant,2019,106353,716-720 Clark Apartments,716-720 Clark,60201,Multifamily Housing,28920,Type 3,1920,1,Not Available,Not Available,3139731,4354570,108.6,150.6,3139731,4354570,108.6,150.6,177165,177165,25352,Not Available,177165,"25,352",Not Available,0,Not Available,Not Available,1248,43.17,232250,8,,20
Compliant,2019,106435,Kass Management Services (1633 Hinman Ave),1633-41 Hinman Ave,60201,Multifamily Housing,43600,Type 3,1909,1,Not Available,Not Available,3778268,4743597,86.7,108.8,3702217,4625823,84.9,106.1,130031,130031,33346,Not Available,123680,"32,802",Not Available,0,Not Available,Not Available,991,22.73,248744,5.7,,21
Compliant,2019,106516,Whole Foods EVN,1640 Chicago Avenue,60201,Supermarket/Grocery Store,32014,Type 3,1997,1,29,Not Available,17688374,32535664,552.5,1016.3,17596170,32277492,549.6,1008.2,2338448,2338448,97096,Not Available,2311424,"97,096",Not Available,0,Not Available,Not Available,6994,218.47,1803866,56.3,,22
Compliant,2019,106518,Hinman Court Apartments,718-24 Hinman Avenue,60202,Multifamily Housing,43632,Type 3,1920,1,78,Not Available,3053130,3684756,70,84.5,3036061,3654976,69.6,83.8,80216,80216,27794,Not Available,78230,"27,691",Not Available,0,Not Available,63,1145,26.25,191816,4.4,,23
Compliant,2019,106519,818 Forest,818-20 Forest Ave,60202,Multifamily Housing,21416,Type 3,1920,1,Not Available,Not Available,2236376,2667214,104.4,124.5,2222677,2642152,103.8,123.4,53428,53428,20541,Not Available,51640,"20,465",Not Available,0,Not Available,Not Available,541,25.28,138533,6.5,,24
Compliant,2019,106599,829 Foster,829 Foster Street,60201,Multifamily Housing,32604,Type 3,1930,1,75,Not Available,2264613,3115579,69.5,95.6,,,,,123553,123553,18431,Not Available,123553,Not Available,Not Available,0,Not Available,Not Available,1076,32.99,165952,5.1,,25
Compliant,2019,106602,Autobarn Motors LTD (1012 Chicago Ave),1012 Chicago Ave,60202,Automobile Dealership,27364,Type 3,1940,1,Not Available,Not Available,2368480,4399039,86.6,160.8,2308713,4336284,84.4,158.5,320237,320237,12758,Not Available,320237,"12,161",Not Available,0,Not Available,Not Available,380,13.89,244169,8.9,,26
Compliant,2019,106766,605 Hinman,605-617 Hinman,60202,Multifamily Housing,56572,Type 2,1931,1,39,Not Available,5314932,6351636,93.9,112.3,5200850,6206617,91.9,109.7,129117,129117,48744,Not Available,124891,"47,747",Not Available,0,Not Available,65,1497,26.46,330025,5.8,,27
Compliant,2019,106831,CHUTE MIDDLE SCHOOL,1400 OAKTON STREET,60202,K-12 School,112898,Type 1,1966,1,68,Not Available,8065990,12603443,71.4,111.6,7808338,12327263,69.2,109.2,692372,692372,57036,Not Available,691426,"54,492",Not Available,0,Not Available,Not Available,802,7.11,684341,6.1,,28
Compliant,2019,106848,2215-2219 Maple,2215-2219 Maple,60201,Multifamily Housing,49520,Type 3,1926,1,82,Not Available,2940337,3662067,59.4,74,2883189,3590756,58.2,72.5,96251,96251,26119,Not Available,94357,"25,612",Not Available,0,Not Available,69,786,15.88,191751,3.9,,29
Compliant,2019,106932,Sherman Hinman LLC,632 Hinman Avenue,60202,Multifamily Housing,52227,Type 2,1920,1,100,Not Available,1703863,2938510,32.6,56.3,1674327,2855808,32.1,54.7,192506,192506,10470,Not Available,183849,"10,470",Not Available,0,Not Available,74,1777,34.02,161656,3.1,,30
Compliant,2019,107080,Evanston IL HGI,1818 Maple Avenue,60201,Hotel,108233,Type 1,1980,1,37,Not Available,10126024,21973633,93.6,203,9936657,21451673,91.8,198.2,1899398,1899398,36453,Not Available,1845282,"36,406",Not Available,0,Not Available,Not Available,4754,43.92,1239910,11.5,,31
Compliant,2019,107097,Autobarn Motors LTD (1001 Chicago Ave),1001 Chicago Ave,60202,Automobile Dealership,38000,Type 3,1970,1,Not Available,Not Available,1862058,2666307,49,70.2,1778803,2550630,46.8,67.1,119100,119100,14557,Not Available,114367,"13,886",Not Available,0,Not Available,Not Available,19,0.51,142925,3.8,,32
Compliant,2019,107264,DAWES ELEMENTARY SCHOOL,440 DODGE,60202,K-12 School,57700,Type 2,1954,1,54,Not Available,4480011,6441663,77.6,111.6,4309842,6259641,74.7,108.5,291015,291015,34871,Not Available,290455,"33,188",Not Available,0,Not Available,Not Available,629,10.9,345521,6,,33
Compliant,2019,107412,DR.MARTIN LUTHER KING JR. LITERARY & FINE ARTS SCHOOL,2424 LAKE STREET,60201,K-12 School,100022,Type 1,1956,1,66,Not Available,7343511,11525942,73.4,115.2,7111306,11279382,71.1,112.8,638964,638964,51634,Not Available,638505,"49,327",Not Available,0,Not Available,Not Available,446,4.46,626226,6.3,,34
Compliant,2019,107595,Custer Building LLC,429 Custer Ave,60202,Multifamily Housing,45000,Type 3,1920,1,100,Not Available,1420314,1792381,31.6,39.8,1412823,1771406,31.4,39.4,50419,50419,12483,Not Available,48224,"12,483",Not Available,0,Not Available,9,2605,57.88,94076,2.1,,35
Compliant,2019,107597,808 - 816 Forest Apartments,808 Forest Ave,60202,Multifamily Housing,39388,Type 3,1925,1,88,Not Available,2781716,3416998,70.6,86.8,2760620,3394847,70.1,86.2,83101,83101,24982,Not Available,83101,"24,771",Not Available,0,Not Available,92,902,22.9,178466,4.5,,36
Compliant,2019,107598,Autobarn Motors LTD (1033 Chicago Ave),1033 Chicago Ave,60202,Automobile Dealership,31906,Type 3,1920,1,Not Available,Not Available,2379848,3999949,74.6,125.4,2295998,3877542,72,121.5,251400,251400,15221,Not Available,245645,"14,579",Not Available,0,Not Available,Not Available,303,9.5,219329,6.9,,37
Compliant,2019,107968,2605 PRAIRIE / 1903 - 1911 CENTRAL APARTMENTS,2605 Prairie,60201,Mixed Use Property,29674,Type 3,1906,1,Not Available,Not Available,3262442,4948098,109.9,166.7,3163056,4817725,106.6,162.4,254988,254988,23924,Not Available,250631,"23,079",Not Available,0,Not Available,Not Available,1330,44.82,267534,9,,38
Compliant,2019,108012,609 Sheridan,609-617 Sheridan Rd,60202,Multifamily Housing,42925,Type 3,1920,1,43,Not Available,4035965,4706021,94,109.6,4012614,4665113,93.5,108.7,78422,78422,37684,Not Available,75677,"37,544",Not Available,0,Not Available,31,1658,38.63,243355,5.7,,39
Compliant,2019,108094,Hinman-Kedzie Condominium,801 Hinman Ave,60202,Multifamily Housing,55000,Type 2,1913,1,78,Not Available,4075289,4942443,74.1,89.9,,,,,111102,111102,36962,Not Available,107684,Not Available,Not Available,0,Not Available,96,953,17.33,257523,4.7,,40
Compliant,2019,108176,Custer Sheridan,619 Sheridan Rd,60201,Multifamily Housing,28896,Type 3,1920,1,Not Available,Not Available,2534648,2908794,87.7,100.7,,,,,41436,41436,23933,Not Available,39707,Not Available,Not Available,0,Not Available,Not Available,724,25.06,149942,5.2,,41
Compliant,2019,108260,Chicago + Main Evanston JV LLC,847 Chicago Ave.,60202,Multifamily Housing,165253,Type 1,2016,1,61,Not Available,10042709,20303172,60.8,122.9,9798956,19825831,59.3,120,1634287,1634287,44665,Not Available,1597208,"43,493",Not Available,0,Not Available,44,5267,31.87,1137492,6.9,,42
Compliant,2019,108325,OAKTON ELEMENTARY SCHOOL,436 RIDGE AVENUE,60202,K-12 School,95470,Type 2,1914,1,72,Not Available,5098467,7974206,53.4,83.5,4912908,7745951,51.5,81.1,438924,438924,36009,Not Available,433327,"34,344",Not Available,0,Not Available,Not Available,508,5.32,433041,4.5,,43
Compliant,2019,108408,NICHOLS MIDDLE SCHOOL,800 GREENLEAF,60202,K-12 School,97888,Type 2,1928,1,84,Not Available,5450795,8873642,55.7,90.7,5282033,8696442,54,88.8,527601,527601,36506,Not Available,527601,"34,819",Not Available,0,Not Available,Not Available,586,5.99,484533,4.9,,44
Compliant,2019,108425,503,503 Main St.,60201,Multifamily Housing,39400,Type 3,1900,1,Not Available,Not Available,2202923,3850213,55.9,97.7,2182414,3812895,55.4,96.8,257435,257435,13246,Not Available,254791,"13,131",Not Available,0,Not Available,Not Available,1990,50.5,212162,5.4,,45
Compliant,2019,108510,733 Hinman Building,733-39 Hinman,60202,Multifamily Housing,30775,Type 3,1918,1,86,Not Available,2556604,2786325,83.1,90.5,2554716,2781040,83,90.4,17064,17064,24984,Not Available,16511,"24,984",Not Available,0,Not Available,Not Available,1141,37.07,142100,4.6,,46
Compliant,2019,108594,Oak Manor Apartments,1238-40 Oak Ave.,60202,Multifamily Housing,20000,Type 3,1920,1,Not Available,Not Available,921168,1244341,46.1,62.2,911458,1221580,45.6,61.1,46410,46410,7628,Not Available,44306,"7,603",Not Available,0,Not Available,Not Available,348,17.38,66082,3.3,,47
Compliant,2019,108842,1235 - 1241 ELMWOOD APARTMENTS,1235 Elmwood Court,60202,Multifamily Housing,37652,Type 3,1935,1,88,Not Available,2630862,3215544,69.9,85.4,2591934,3161207,68.8,84,75890,75890,23719,Not Available,73635,"23,407",Not Available,0,Not Available,71,1085,28.81,167788,4.5,,48
Compliant,2019,108924,Andridge,1627-1645 Ridge Ave / 1124-36 Church,60201,Multifamily Housing,55884,Type 2,1923,1,84,Not Available,4244034,5067080,75.9,90.7,4169961,4968689,74.6,88.9,102302,102302,38950,Not Available,98849,"38,327",Not Available,0,Not Available,65,2030,36.32,263233,4.7,,49
Compliant,2019,109007,KINGSLEY ELEMENTARY SCHOOL,2300 GREENBAY ROAD,60201,K-12 School,53427,Type 2,1967,1,74,Not Available,2701759,4893200,50.6,91.6,2630195,4818058,49.2,90.2,344390,344390,15267,Not Available,344390,"14,551",Not Available,0,Not Available,Not Available,606,11.34,270799,5.1,,50
